,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
23,2291,2303,917,1286,1415,1052,1643,471,1034,633,2099,1381,2259,829,1858,1588,1076,2403,300,874,1510,1961,712,224,916,330,2043,670,937,458,412,1193,2298,1310,581,794,1392,778,1497,1332,59,1977,287,2051,2421,616,1975,2385,1254,440
24,1434,186,1689,1952,502,1041,671,6,1081,757,464,382,296,537,1909,2295,64,1566,1473,2433,1705,1118,2184,1341,2445,2004,1191,1621,1080,856,2077,1726,1869,1802,207,1300,2416,1695,1094,660,1821,1635,25,1607,642,1631,175,853,2413,594
25,241,1209,359,2337,905,1246,2326,2244,1384,1396,702,1085,949,603,1091,46,638,667,1256,1182,2312,1789,127,1144,2314,1777,2333,1173,1993,1020,768,1166,1557,408,2315,1216,909,1331,1188,206,1447,1282,76,2322,883,1054,1172,2321,799,2257
26,1253,1759,50,1005,1430,1529,487,501,802,2175,2390,1476,2437,2140,387,1738,162,887,674,2482,2255,418,1787,833,699,991,901,1446,595,1448,93,1804,1361,1839,2450,1890,933,1113,465,1760,146,111,517,625,1880,1031,2232,2116,1720,1302
27,396,1170,914,915,2418,61,1187,1782,1287,2440,2409,1669,2250,774,2059,145,2391,2016,718,541,165,2121,800,1957,7,1603,2301,1517,858,605,2435,1003,203,529,1608,1504,518,2108,130,1385,1224,503,2231,407,1110,2002,1156,197,1315,1481
28,1968,627,1403,1793,1594,898,828,414,2050,1747,283,214,1860,2150,2371,695,2047,302,762,481,176,1463,2164,1488,1921,925,801,2429,1861,1328,1217,1322,830,1129,189,2307,614,494,894,1963,861,908,1402,1324,253,1740,2020,2166,461,1388
29,496,140,2252,1000,1797,1851,1907,1387,1414,1467,2488,2417,941,2499,291,715,368,279,685,1380,84,2240,1596,295,1337,2373,1143,1939,367,2343,2237,920,1284,101,235,1811,1987,1237,601,2091,1632,1572,709,578,1479,2296,984,630,522,128
30,2041,1901,2153,236,2366,426,958,681,2449,1102,2411,66,357,946,980,580,931,125,929,533,1507,863,1713,987,2139,686,2045,617,1661,845,1798,1196,1641,278,1974,332,2361,70,1267,2404,1296,1523,1500,454,1410,637,2358,1710,2442,640
31,843,952,2105,684,2405,2057,1625,2115,851,404,1841,1176,341,329,759,284,1025,2148,1911,1833,5,2178,2111,1881,803,168,831,971,1932,2305,1724,129,2293,68,735,1308,2464,1727,1238,2462,1582,1011,848,1148,938,1704,550,819,134,770
32,1612,523,1559,549,961,12,2097,2369,2271,60,2273,521,1966,1995,823,1001,927,683,1107,2054,859,742,813,548,424,2265,1696,1120,1545,274,942,2001,431,2100,2476,271,409,1677,2076,1509,1142,2102,1465,1343,1992,1086,1577,305,308,1664
33,1794,1550,155,844,2015,350,37,228,28,304,2360,599,944,247,1937,2117,1748,2101,1355,401,2340,1815,1753,1525,299,1369,1370,1856,1882,1297,1862,1512,786,333,1319,1574,1849,1925,2188,652,701,509,564,2362,453,2376,2071,1394,1236,239
34,85,1933,1732,1530,879,2093,2048,1055,1914,41,636,1605,662,1991,1228,1019,149,2083,624,1682,1996,972,19,767,2316,948,1737,211,2384,1258,1425,1305,497,1219,1198,2335,190,1984,2056,644,1749,1260,174,2261,250,1149,626,1493,1569,1544
35,2263,1679,215,1139,876,964,1235,1719,1344,1274,474,1150,628,1015,2066,1898,1140,1131,1383,2010,612,1326,475,669,508,1725,388,2152,2195,89,880,505,2328,1578,2159,48,2284,1251,2260,1591,2368,1490,92,1707,2428,1649,419,116,479,1151
36,2235,597,297,2161,749,373,2239,1688,315,1654,249,631,1916,1581,1602,485,1494,389,2019,1541,133,2498,965,934,2379,22,336,1953,2096,18,657,1900,262,353,1666,2388,2215,1021,54,2217,1426,2269,2151,29,1127,1263,1780,1762,2332,104
37,1652,679,1823,2194,2311,1033,1346,2236,1640,1562,242,559,467,752,1105,2113,2458,1482,309,1761,427,208,463,87,1606,694,2475,600,2344,2154,178,39,2323,850,1622,2213,886,1141,945,864,1067,758,2062,1277,1816,402,1495,1558,75,2172
38,2028,1922,2427,447,159,1567,2145,2334,588,328,1501,1436,1032,2176,847,2163,106,2309,546,83,926,1119,947,1445,2434,1266,839,649,310,1366,658,688,953,452,1846,1701,1372,1272,362,592,1729,2208,1371,1638,1739,2049,811,2277,651,711
39,1469,1873,1092,137,1221,1868,2420,2130,307,572,1062,514,1065,1051,663,2126,366,2146,1044,556,2268,1980,772,838,2493,1239,2144,1418,690,618,1152,1826,1122,1928,2336,1061,2287,65,148,238,1989,584,1671,999,734,1304,456,1017,1137,2329
40,740,882,1721,468,1941,2085,476,1255,2288,1587,1814,2461,1520,890,2226,2088,2064,2481,2068,171,1659,2350,1959,606,621,351,1754,1275,1179,1440,243,888,406,1935,1692,2026,4,152,1006,1276,547,478,73,1564,664,397,1350,1314,231,1859
41,1773,1069,490,1866,1290,2345,484,306,1528,650,2370,488,1124,1071,344,1146,1644,1650,1508,272,622,1735,2012,567,2120,1215,736,2069,1111,2058,327,516,1096,975,390,994,1915,2086,1912,2424,264,1716,655,2109,2149,338,827,1751,1043,1375
42,1514,1800,1879,1007,892,1271,1600,438,910,1736,347,2489,1363,648,16,1819,1575,2110,653,700,354,2396,1240,2224,1791,989,1468,2074,2131,386,1486,2008,2033,1456,1824,1428,545,153,2036,918,489,1979,365,290,979,1891,115,540,1535,635
43,144,807,1313,2415,244,2023,1519,1174,982,1905,725,1703,2467,1294,381,314,960,2276,943,2035,1945,372,2092,11,495,840,2398,446,857,1466,1818,2123,543,2013,337,166,1407,665,634,1060,997,2479,2141,1944,437,1214,2072,167,1835,1927
44,1099,1874,1218,2114,1731,2302,457,2087,608,2454,2094,1634,1134,607,1521,1864,1373,1077,696,2356,1583,183,2219,20,710,754,1135,313,1690,258,1455,687,1878,1039,1838,1268,219,2025,921,96,1082,1681,103,260,1264,355,2162,2082,1114,1831
45,2299,1756,161,204,385,1924,2181,154,2078,1768,1670,930,739,891,1205,1416,761,1132,668,562,1311,425,434,1058,962,881,1487,2081,1795,1531,1784,1093,1942,1472,2230,1248,2106,1786,1723,552,729,783,2338,121,1623,2306,97,1672,1571,500
46,2073,954,493,1553,1400,164,745,245,1160,1836,1599,2431,2452,1972,331,88,1223,773,781,1743,1016,119,2292,2359,1431,1164,955,2103,217,35,2212,1,270,2480,255,1247,1812,950,2179,1970,1532,2156,1318,2003,1421,1484,1610,399,114,1405
47,436,2030,862,2080,2399,1694,78,1870,384,198,394,1998,704,1374,1892,1785,1042,1686,981,1913,2466,1163,957,2484,2471,913,2474,172,1522,1895,2202,1742,33,1683,345,251,221,713,277,776,1072,585,1348,2031,1115,1063,335,1283,2279,854
48,358,791,2495,764,852,123,1391,721,2472,1651,741,2392,867,682,1185,1202,411,779,1765,1057,996,1758,1552,698,1435,2441,2211,837,352,31,1334,978,1665,2177,1422,267,1788,569,936,2272,747,450,1745,1702,732,1178,2137,2456,1108,1852
49,2218,1461,1475,2201,2354,1524,132,1090,1906,532,1087,1419,2052,1234,506,1978,1706,587,1125,220,573,1109,105,1244,1990,1049,81,1700,2280,1165,375,1443,1658,1128,824,2394,95,1805,1516,439,832,1121,1171,1543,432,2005,976,1269,2500,896
