,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
12,958,1901,2449,1974,863,980,987,2404,66,617,2153,2366,845,1523,2139,2361,2411,1500,357,1661,1710,929,637,931,1798,1713,1102,2041,2045,946,1267,1296,580,70,332,1507,1410,1196,2358,533,125,681,640,236,686,1641,426,2442,278,454
13,2097,523,2271,2476,742,823,548,1509,521,1120,1559,961,274,2102,424,409,2273,1465,1966,1545,305,1107,1086,927,942,813,60,1612,1696,1995,2076,1142,1001,1677,271,859,1992,2001,1577,2054,683,2369,1664,549,2265,431,12,308,2100,1343
14,1645,2222,2061,716,895,1338,1389,1647,1709,1770,2169,680,551,1441,1958,875,1832,1951,1491,188,281,230,1687,951,871,1192,102,1177,194,1417,17,1145,1013,900,91,1432,2357,1766,2186,2185,441,1618,2465,855,340,753,1377,2127,1262,1565
15,1625,952,851,735,2178,759,1881,2462,1176,971,2105,2405,2305,1011,803,2464,1841,848,341,1932,819,1911,1704,1025,1724,2111,404,843,831,329,1238,1582,284,1727,1308,5,938,129,550,1833,2148,2115,770,684,168,2293,2057,134,68,1148
16,2181,1756,2078,2230,425,1205,1058,552,930,2081,161,385,1531,783,962,2106,1670,2338,739,1795,1672,668,2306,761,1784,434,1768,2299,1487,891,1723,729,1416,1786,1248,1311,1623,1093,97,562,1132,154,500,204,881,1942,1924,1571,1472,121
17,2167,1613,1047,719,872,2147,1893,1406,1220,788,932,361,107,2205,100,1103,45,2470,374,1460,82,2419,677,1259,429,1936,1781,1012,1904,1568,1496,2383,1070,1207,1097,1875,2210,417,1200,1806,1291,974,1037,893,2168,52,1837,1542,26,1848
18,1038,623,2053,1560,1503,1986,1280,378,1917,86,2155,1458,47,1470,477,1336,818,2486,27,969,1100,1744,1379,1593,777,2320,1764,1232,321,1976,342,2022,1619,727,1561,2342,2138,2055,1769,598,213,150,570,697,1241,1411,756,977,1018,2446
19,745,954,1160,255,119,331,2359,1970,2431,2103,493,1400,35,2156,1431,1812,1599,1318,2452,217,399,781,1484,1223,2212,2292,1836,2073,955,1972,2179,1532,88,950,1247,1016,1421,1,1610,1743,773,245,1405,1553,1164,270,164,114,2480,2003
20,1714,1036,430,363,120,1796,2256,1478,1518,968,641,1279,2220,1960,1298,1863,1157,825,135,1401,878,707,963,1857,383,526,2238,1872,782,1046,1680,1590,1539,1004,1357,1662,1211,1098,1527,1776,629,2468,1492,1317,820,1648,1546,812,513,1126
21,233,486,147,1920,706,2330,1722,1285,993,2063,2483,826,2438,1954,1489,1792,661,1474,1903,983,1382,1624,924,1050,2180,1865,499,173,604,312,988,1790,611,1854,1354,110,1611,1629,865,2324,1167,935,1378,324,1027,1555,2034,2346,43,79
22,2239,597,315,1666,2498,1602,934,2217,631,1953,297,749,18,2269,2379,2215,249,2151,1916,2096,1762,2019,1263,1494,657,965,1654,2235,336,1581,54,1426,485,1021,2388,133,1127,1900,1780,1541,389,1688,104,2161,22,262,373,2332,353,29
23,1398,2128,675,2243,1227,1183,2395,371,1048,2171,639,94,1715,990,158,319,1604,1024,1728,2040,191,185,1931,1876,473,1757,53,415,2258,261,2382,180,2209,771,691,1810,199,1078,1117,280,2095,1184,2119,222,1883,1746,2443,2262,817,2487
24,476,882,2288,1692,2350,2226,606,1276,2461,1275,1721,1941,1440,478,621,4,1814,73,1520,1179,1314,2068,397,2064,243,1959,1587,740,1754,890,1006,547,2088,152,2026,1659,664,888,1350,171,2481,1255,1859,468,351,406,2085,231,1935,1564
25,113,226,193,2364,2037,2084,212,787,301,1698,1540,1614,2170,2289,793,724,1292,1471,542,420,99,1386,1249,1597,2214,142,2494,1752,122,1438,1040,1533,2393,1030,995,2477,1667,2375,726,1316,822,1923,1364,282,1964,2187,9,2389,179,491
26,78,2030,384,345,1163,1892,2484,776,1998,172,862,2399,1895,585,2471,221,394,1348,704,1522,1283,981,1063,1042,2202,957,198,436,2474,1374,277,1072,1785,713,251,2466,1115,1742,335,1913,1686,1870,854,2080,913,33,1694,2279,1683,2031
27,643,717,2190,928,1803,1212,323,71,1395,558,2158,1691,428,1359,1349,1116,1293,911,2285,2029,956,1842,1075,775,2157,24,2193,1910,877,2402,1480,1483,1871,2327,849,1408,1053,2042,139,1676,2046,723,1309,14,1668,459,455,836,1783,234
28,2200,1825,582,2197,1265,1073,620,8,885,1451,1595,846,967,743,1175,90,554,195,1828,1404,2044,1459,2380,1601,2497,792,2426,1943,72,2060,1450,1829,1684,285,392,555,1674,157,1464,1106,1429,2248,364,1147,1208,737,2196,2075,579,1169
29,1643,2303,1034,581,1961,1858,224,1332,1381,670,917,1415,458,1977,916,1392,2099,287,2259,937,2385,300,616,1076,412,712,633,2291,2043,829,1497,59,1588,778,794,1510,2421,1193,1975,874,2403,471,440,1286,330,2298,1052,1254,1310,2051
30,58,1206,2408,1376,654,460,2227,2225,263,568,131,379,1499,1257,746,1620,2457,2014,1938,2192,1306,1136,868,320,393,2381,2478,192,21,510,2174,2469,67,1894,1808,1967,451,2447,2203,2267,765,303,2142,269,448,553,1699,748,2341,227
31,2326,1209,1384,2315,1789,1091,1144,206,1085,1173,359,905,1020,1282,2314,909,702,76,949,1993,2321,1256,1054,638,768,127,1396,241,2333,603,1188,1447,46,1331,1216,2312,883,1166,1172,1182,667,2244,2257,2337,1777,1557,1246,799,408,2322
32,1947,2136,785,1636,870,462,1159,728,2308,922,903,1161,1352,1627,808,796,790,1985,814,108,334,1045,998,2198,1549,2006,444,693,1840,860,1261,672,615,2436,403,1675,1946,2183,1817,124,1222,798,1356,2264,2353,2266,470,2112,678,610
33,1519,807,982,337,372,381,11,1060,1703,446,1313,244,1466,2479,495,1407,725,2141,2467,857,167,943,1214,960,1818,2092,1905,144,2398,1294,634,997,314,665,166,1945,437,2123,2072,2035,2276,1174,1927,2415,840,543,2023,1835,2013,1944
34,484,1069,1528,390,1735,344,567,2424,488,2069,490,1290,2058,1716,2120,1915,2370,655,1124,1111,1751,1508,338,1644,327,2012,650,1773,736,1071,1912,264,1146,2086,994,622,2149,516,827,272,1650,306,1375,1866,1215,1096,2345,1043,975,2109
35,897,619,1573,751,2107,1229,2165,1994,2021,143,2242,2407,1068,469,182,1321,763,376,1626,1908,1592,1902,1534,1204,254,1023,1273,1327,1199,370,806,1242,1104,492,1162,1245,1412,400,1203,1888,1589,705,433,2241,256,1576,2496,13,2410,2313
36,671,186,1081,207,1118,1909,1341,660,382,1621,1689,502,856,1635,2445,2416,464,25,296,1080,853,1473,1631,64,2077,2184,757,1434,1191,537,1094,1821,2295,1695,1300,1705,642,1726,175,2433,1566,6,594,1952,2004,1869,1041,2413,1802,1607
37,1907,140,1414,235,2240,291,295,2091,2417,1939,2252,1797,2343,1572,1337,1987,2488,709,941,367,630,685,2296,368,2237,1596,1467,496,1143,2499,601,1632,715,1237,1811,84,1479,920,984,1380,279,1387,128,1000,2373,1284,1851,522,101,578
38,1899,1413,1112,1084,449,959,760,589,201,2319,1536,216,1867,156,294,515,1088,2124,2122,645,1971,2281,40,1775,1014,2228,1799,435,421,1750,1066,2206,2378,504,609,298,1778,1639,1278,112,109,1884,1079,2282,1988,2365,1918,1138,2017,815
39,2460,1345,1197,184,520,1779,2007,2233,1059,1767,1393,360,2463,1008,1028,1010,229,275,237,2339,181,325,544,163,2070,2294,2251,1616,2310,2249,391,248,356,1982,2387,2011,1424,126,240,1965,576,730,1896,1130,512,377,1213,2160,2134,1771
40,205,2283,992,912,527,380,583,265,613,141,755,1299,1734,563,2065,1637,565,2143,259,326,2300,1697,1843,1919,1580,1342,2000,2430,906,1570,2104,1289,1201,810,1210,835,1420,34,1231,1930,1673,1320,2401,919,1809,2009,57,1663,472,2304
41,531,2455,966,322,1368,292,1845,1439,2459,63,445,907,1853,1353,795,1186,646,1628,780,1563,1807,1437,1477,2129,1969,2038,223,257,196,647,1397,1347,1897,1774,708,1718,117,1190,1526,1123,1453,2278,1226,1973,2067,1358,821,266,2406,804
42,985,1153,816,1820,2,1886,1962,2317,939,940,44,1399,1133,498,535,722,566,2325,1002,842,1981,2254,1642,2347,2189,30,395,15,51,1656,2351,2275,1502,1485,1233,923,1340,1551,536,1457,1022,56,246,733,2492,1653,2349,1511,2355,1009
43,1346,679,1640,1622,208,1105,87,864,559,600,1823,2311,2154,758,1606,886,242,2062,467,2344,1558,309,402,2458,178,463,1562,1652,2475,752,945,1067,2113,1141,2213,427,1816,39,1495,1761,1482,2236,2172,2194,694,2323,1033,75,850,1277
44,1547,200,1850,1026,2286,602,2247,1155,889,276,118,1323,2352,311,534,1730,2191,2448,480,1834,866,1365,731,1312,1339,902,2331,346,689,1678,1168,673,1940,574,1844,1189,136,1433,986,539,1813,2246,1660,1295,443,2132,2079,209,769,2439
45,457,1874,608,1838,183,1521,20,96,1634,313,1218,1731,258,1681,710,219,2094,103,1134,1690,2082,696,355,1373,1455,2219,2454,1099,1135,607,921,1082,1864,2025,1268,1583,1264,687,2162,2356,1077,2087,1831,2114,754,1878,2302,1114,1039,260
46,973,339,1442,1101,1997,2027,2118,797,1548,1877,2377,268,1181,809,692,1225,138,170,1926,55,2363,2453,2348,1089,98,703,1194,738,49,442,2173,1711,225,1708,466,416,1934,1948,1329,1301,286,2032,970,2473,2089,528,676,1889,2297,1537
47,1235,1679,1344,2159,1326,2066,669,1591,1150,2152,215,876,89,1490,508,2284,474,92,628,2195,116,1383,1649,1140,880,475,1274,2263,388,1015,2260,2368,1898,1251,48,612,2428,505,419,2010,1131,1719,1151,1139,1725,2328,964,479,1578,1707
48,1391,791,2472,1422,1758,1185,698,2272,2392,837,2495,852,31,450,1435,1788,741,1745,867,352,2456,1765,1178,411,1334,1552,1651,358,2211,682,936,747,1202,569,267,996,732,978,2137,1057,779,721,1852,764,2441,1665,123,1108,2177,1702
49,37,1550,28,1319,1815,1937,1525,652,599,1856,155,2015,1297,509,299,1849,2360,564,944,1882,1394,1355,2376,1748,1862,1753,304,1794,1370,247,2188,701,2117,1925,1574,2340,453,1512,2071,401,2101,228,239,844,1369,786,350,1236,333,2362
