,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
25,1215,338,2424,1915,736,827,2120,1773,1375,484,655,1290,1735,650,1751,488,994,490,272,2069,2370,2058,2149,622,975,2086,344,1111,2109,2012,1071,327,1043,516,2345,1069,1650,1716,1866,306,1146,1644,1096,264,390,1528,1124,567,1912,1508
26,1208,2380,8,90,72,1464,1175,1943,364,2200,195,846,1265,2426,2044,885,392,1595,1106,1451,554,967,1674,555,579,285,1073,1404,1169,792,2060,2497,2075,157,2196,1825,1429,743,1147,2248,1684,1601,737,1829,2197,582,1828,620,1450,1459
27,1964,1249,787,724,122,726,793,1752,1364,113,1471,1614,2037,2494,99,301,995,1540,1316,1698,1292,2170,1667,2477,179,1030,2084,420,491,142,1438,2214,2389,2375,9,226,822,2289,282,1923,2393,1597,2187,1533,2364,193,542,212,1040,1386
28,1239,1304,238,2287,2144,456,2493,1469,2329,2420,1671,1221,1980,572,1017,514,1061,1092,556,1418,1062,618,734,2268,1928,65,663,690,999,772,1051,1152,1137,1826,1868,1873,2146,584,137,2130,2126,366,1122,1989,2336,307,1065,838,148,1044
29,448,868,2225,1620,21,2203,746,192,2142,58,2014,379,654,2478,1306,263,1808,131,2267,568,2457,1499,451,1967,2341,1894,460,2192,227,2381,510,393,748,2447,1699,1206,765,1257,269,303,67,320,553,2469,1376,2408,1938,2227,2174,1136
30,256,1534,1994,1321,1199,1203,182,1327,433,897,376,2407,2107,1273,1592,2021,1162,2242,1888,143,763,1068,1412,1245,2410,492,1229,1908,2313,1023,370,254,13,400,2496,619,1589,469,2241,705,1104,1204,1576,1242,751,1573,1626,2165,806,1902
31,2492,1642,2317,722,51,536,535,15,246,985,2325,1399,2,395,1981,939,1233,44,1457,940,566,1133,1340,923,2355,1485,1886,842,1009,30,1656,2189,1511,1551,2349,1153,1022,498,733,56,1502,2347,1653,2275,1820,816,1002,1962,2351,2254
32,820,963,1478,1863,782,1527,1298,1872,1492,1714,825,1279,120,2238,878,1518,1357,641,1776,968,1157,2220,1211,1662,513,1004,1796,1401,1126,526,1046,383,812,1098,1546,1036,629,1960,1317,2468,1539,1857,1648,1590,363,430,135,2256,1680,707
33,1164,1484,1970,1812,955,1610,1431,2073,1405,745,1318,1400,119,1836,399,2431,1247,493,1743,2103,1599,35,1421,1016,2480,950,331,217,2003,2292,1972,2212,114,1,164,954,773,2156,1553,245,88,1223,270,1532,255,1160,2452,2359,2179,781
34,351,397,1276,4,1754,1350,621,740,1859,476,73,1941,2350,1587,1314,2461,2026,1721,171,1275,1814,1440,664,1659,1935,152,2226,1179,1564,1959,890,243,231,888,2085,882,2481,478,468,1255,2088,2064,406,547,1692,2288,1520,606,1006,2068
35,1725,1649,1591,2284,388,419,508,2263,1151,1235,92,876,1326,1274,116,1150,48,215,2010,2152,474,89,2428,612,1578,1251,2066,2195,1707,475,1015,880,479,505,964,1679,1131,1490,1139,1719,1898,1140,2328,2368,2159,1344,628,669,2260,1383
36,1988,40,589,515,421,1278,294,435,1079,1899,2124,216,449,1799,1971,201,609,1536,112,2319,1088,1867,1778,298,2017,504,959,645,815,2228,1750,1014,1138,1639,1918,1413,109,156,2282,1884,2378,1775,2365,2206,1084,1112,2122,760,1066,2281
37,881,2306,552,2106,1487,97,962,2299,500,2181,2338,385,425,1768,1672,930,1248,161,562,2081,1670,1531,1623,1311,1472,1786,1205,1795,121,434,891,1784,1571,1093,1924,1756,1132,783,204,154,1416,761,1942,729,2230,2078,739,1058,1723,668
38,2441,1178,2272,1788,2211,2137,1435,358,1852,1391,1745,852,1758,1651,2456,2392,267,2495,1057,837,741,31,732,996,2177,569,1185,352,1702,1552,682,1334,1108,978,123,791,779,450,764,721,1202,411,1665,747,1422,2472,867,698,936,1765
39,1452,36,1351,2182,1885,1830,2490,2229,1409,511,1584,1270,77,1158,2090,1801,1252,1095,2098,1056,1630,2422,841,1554,884,1717,1449,1083,293,1303,593,23,482,577,32,899,2485,273,2423,1655,714,1335,1579,869,571,1887,1427,160,560,1949
40,750,318,2290,2386,2367,343,316,1657,1288,2425,1633,2221,252,538,1609,586,2274,288,525,1333,1454,1955,413,398,2125,2414,1325,519,10,38,1250,2397,1195,1827,218,784,666,1506,1515,423,1360,1362,1498,210,530,1929,1999,1505,2318,1983
41,1049,2005,439,95,81,976,1990,2218,896,132,1171,2354,1109,532,1269,1419,2394,1475,220,1700,1087,1165,432,573,1128,1805,506,2280,1543,105,1234,375,2500,1443,1524,1461,587,1121,2201,1090,1978,1706,1658,832,824,1906,2052,1244,1516,1125
42,1369,2376,652,1849,1370,2071,299,1794,239,37,564,2015,1815,304,1394,599,1574,155,401,1856,2360,1297,453,2340,333,1925,1937,1882,2362,1753,247,1862,1236,1512,350,1550,2101,509,844,228,2117,1748,786,701,1319,28,944,1525,2188,1355
43,2089,2348,797,1225,49,1329,692,738,970,973,170,268,1997,1194,2363,1548,466,2377,1301,1877,138,1181,1934,416,2297,1708,2027,55,1537,703,442,98,1889,1948,676,339,286,809,2473,2032,225,1089,528,1711,1101,1442,1926,2118,2173,2453
44,2216,1029,1586,317,2234,1855,2444,656,3,1230,1822,1390,2432,596,187,1367,1755,2039,766,1956,2412,1712,422,2245,410,1763,2223,202,69,1243,2451,1513,561,2491,1064,834,42,1307,169,1154,80,590,232,2024,1646,591,2253,1330,74,1538
45,754,355,96,219,1135,2162,710,1099,1831,457,103,1731,183,2454,2082,1634,1268,1218,2356,313,2094,258,1264,1583,1039,2025,1521,1690,260,2219,607,1455,1114,687,2302,1874,1077,1681,2114,2087,1864,1373,1878,1082,1838,608,1134,20,921,696
46,2004,1631,660,2416,1191,175,2445,1434,594,671,25,502,1118,757,853,382,1300,1689,2433,1621,464,856,642,1705,1802,1695,1909,1080,1607,2184,537,2077,2413,1726,1041,186,1566,1635,1952,6,2295,64,1869,1821,207,1081,296,1341,1094,1473
47,349,632,1772,1462,1950,1617,1733,1693,2270,1444,789,1585,2135,62,873,659,1685,1598,507,2199,1615,744,2400,575,2372,1074,720,151,1180,177,1741,405,1035,348,904,1556,1423,1847,2207,2018,369,2374,289,805,483,524,557,2133,2204,1281
48,1603,2002,1385,518,2301,1156,7,396,1481,1187,2231,2418,2121,2440,197,1669,1504,914,541,1517,2409,605,1110,165,529,2108,2059,858,407,800,774,2435,1315,1003,61,1170,2016,503,915,1782,145,2391,203,1224,1608,1287,2250,1957,130,718
49,948,1149,644,190,1737,626,2316,85,1544,2048,174,879,972,41,1493,1605,2335,1732,1682,211,636,1258,250,1996,1219,1984,1228,2384,2261,19,1991,1425,1569,1305,2093,1933,2083,1260,1530,1055,1019,149,497,1749,1198,1914,662,767,2056,624
