,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
10,1300,1408,420,1438,322,59,999,1579,802,1037,339,39,807,1024,1351,960,1016,1276,331,895,1065,318,216,1448,1280,29,419,472,467,1474,789,1523,1389,478,1371,518,306,250,82,724
11,1320,1372,763,286,144,468,1171,1112,319,1447,146,649,78,712,1255,147,971,135,1214,234,1304,1366,958,1470,1558,1048,502,695,612,595,1100,920,241,1360,953,899,799,427,307,963
12,432,942,1504,157,1087,1544,870,1190,944,1015,356,1546,577,465,979,991,1089,734,354,1245,466,140,154,305,457,102,40,1191,1449,1519,896,9,282,826,540,52,1530,1362,1486,1193
13,1200,700,1446,885,329,164,496,1412,1359,689,779,1341,107,15,605,1409,178,190,1168,1455,512,249,83,1019,1008,1475,1117,1295,166,910,1202,17,1467,34,762,1262,162,1054,1477,822
14,337,1410,746,888,224,1401,298,635,123,983,485,1104,1433,940,850,230,753,788,772,1497,835,325,133,371,1221,516,394,567,1321,223,1106,1053,1336,943,596,1471,1114,1233,1153,212
15,702,201,128,654,955,311,1161,1010,707,980,1370,1350,1241,64,627,761,701,658,1052,1229,1109,814,780,243,1597,1391,172,1469,752,639,334,708,587,820,1568,222,299,804,1187,663
16,1556,14,774,919,291,1312,228,619,749,487,1367,611,314,715,1549,303,242,1070,967,452,968,1528,853,13,915,843,1098,191,1581,275,952,992,846,1518,519,398,1224,1346,1040,381
17,1017,937,744,1430,404,510,1083,1018,1411,86,718,1342,798,828,471,597,1390,151,353,747,1014,269,1057,310,934,355,1092,1213,153,68,904,1228,1562,131,629,716,1275,1222,473,1380
18,1107,855,1364,1165,770,845,1392,1495,1146,756,1288,440,1088,18,463,482,1414,375,1431,1239,125,977,1180,126,239,521,1055,1119,650,1561,232,1400,91,327,301,948,524,185,917,409
19,792,1463,475,410,1210,856,211,417,139,1302,1211,586,667,694,1175,1237,456,936,645,373,720,1108,1373,49,585,1217,988,1575,348,989,369,541,961,880,1166,1445,396,71,621,1363
20,1064,181,285,615,1422,1356,795,1550,41,48,1386,1099,1571,1184,16,723,563,1094,969,1382,416,149,1340,847,632,136,1394,661,100,641,594,810,697,266,1125,1277,288,1424,1279,600
21,395,729,824,738,1322,1442,620,743,561,1148,67,1443,1194,648,1120,33,909,499,1543,1007,1140,839,1,927,1385,458,851,255,188,179,1204,171,1514,513,533,678,1056,1023,966,1154
22,498,1128,664,1525,1303,98,1141,364,343,276,1066,1258,61,1529,392,1281,1206,470,1183,345,1297,905,1315,907,1169,923,614,625,528,1212,976,265,1330,377,461,945,1223,47,324,446
23,1387,710,1043,43,1308,1560,63,132,1407,601,225,1157,769,906,1209,1310,411,951,546,387,1122,974,1335,150,758,1219,727,867,439,1135,393,300,813,552,566,163,930,1327,872,1253
24,1006,1492,1176,825,336,1347,946,1240,481,1162,489,1472,213,196,791,938,628,882,1468,391,1009,1458,894,363,884,916,854,1299,1182,245,320,921,233,556,462,793,32,1285,137,698
25,1250,56,248,717,579,1256,509,1555,672,1344,1526,283,176,651,103,1207,642,360,1067,277,280,304,1001,1511,574,1331,358,1369,1516,935,88,803,1133,1150,1457,187,376,1515,1254,400
26,578,341,832,657,786,1291,1557,174,302,634,887,294,1246,522,569,118,1460,1129,573,883,1287,1316,253,681,138,1238,964,1026,476,975,849,1005,990,1298,616,624,1580,92,1186,593
27,1547,818,1160,503,313,260,725,58,347,869,996,1358,1357,709,365,1540,1231,1172,1121,312,1278,529,5,1267,408,1242,1349,1095,497,76,1459,21,80,931,425,1170,156,806,874,1591
28,238,261,207,766,859,1225,1432,235,787,436,985,129,2,6,122,1113,1553,1365,62,515,677,902,1271,1044,1136,443,1436,1085,1376,1507,1198,703,602,1485,389,1536,737,444,346,1405
29,580,1506,218,1306,924,898,351,10,1498,836,215,543,198,1582,477,631,193,274,1453,903,479,1263,434,1068,24,1592,1042,508,679,933,912,1569,1074,1199,1003,693,878,421,1251,402
30,340,897,690,1147,530,941,493,794,1101,633,271,73,1259,858,1127,1105,159,1195,87,1565,852,1537,646,1532,328,685,362,1377,368,495,1355,204,97,7,901,1586,1393,1577,431,1022
31,1570,19,1021,875,1521,617,1097,638,603,95,168,31,1102,1585,486,79,1563,23,1078,257,264,1441,1035,982,811,152,1427,562,1539,862,1403,270,721,728,55,374,800,1189,1388,1589
32,1499,636,550,256,1481,45,1185,115,309,630,1559,445,1554,696,1096,1292,454,1488,711,105,1257,1593,1576,22,399,205,686,817,1307,1452,127,1413,464,1420,670,834,203,771,671,27
33,441,1145,206,423,349,604,890,739,1416,1406,1425,637,748,1440,796,622,160,987,954,1181,1423,1091,231,1293,757,583,808,993,688,1134,892,447,973,745,359,170,430,926,861,647
34,295,609,186,1395,326,1252,450,1311,1564,984,221,514,1208,815,35,1188,380,526,116,1261,653,1494,308,776,1284,75,581,281,740,773,1399,1272,959,284,1484,1027,1294,610,549,1541
35,217,180,598,1011,459,1396,1227,1478,1584,970,1426,557,382,675,660,841,1352,1051,158,986,1034,754,1379,1130,837,1031,821,20,768,1328,297,1084,197,65,626,687,1437,705,542,70
36,1235,857,877,607,1266,797,565,494,321,809,684,1567,1501,177,1265,1454,576,1192,134,262,848,379,719,759,338,682,674,390,1594,106,1062,1502,183,1465,1595,453,1203,202,333,893
37,908,169,1201,290,1402,251,1205,96,1361,957,1110,252,1326,868,1152,1527,93,606,751,1260,538,428,1244,1033,1509,1144,551,378,1045,54,99,863,72,1059,928,1264,143,1220,437,1226
38,1462,451,1232,490,192,599,1545,483,704,592,214,1124,1533,591,1496,173,879,790,36,278,38,1503,165,246,532,1538,1218,1319,1025,781,403,1215,424,1269,1508,361,736,1596,449,830
39,244,1583,972,838,523,57,101,1058,415,871,352,1531,534,782,1439,741,805,950,448,881,1139,1080,1301,1041,1296,89,589,735,1473,1378,1234,666,1314,1590,652,287,414,69,259,289
