,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
10,80,1557,158,407,1524,866,82,578,1342,1083,1217,1371,657,852,471,1385,638,1036,482,1072,1009,604,226,746,626,346,756,623,1370,838,985,1250,1429,296,151,1110,973,115,1559,150
11,1301,1008,261,472,1378,1315,1238,284,301,1064,1379,409,287,944,1467,996,787,586,1381,845,215,837,430,188,869,929,1552,784,696,668,565,877,615,722,738,438,1436,322,1100,336
12,1159,690,360,1163,1075,279,1316,223,651,40,285,991,49,1504,693,1382,274,1050,1464,300,502,603,441,1143,850,953,249,503,702,1365,573,1476,858,1085,230,1389,1086,1078,542,1444
13,821,1164,808,1160,1144,924,171,1053,84,1048,952,35,677,884,101,1287,655,1407,462,1457,734,1140,1239,1258,882,1279,37,783,1415,431,392,523,729,420,920,1425,231,445,554,889
14,1236,971,1123,24,91,131,602,390,209,841,1356,1256,1105,1569,1447,871,1513,1332,1204,531,272,843,366,1473,1181,803,324,294,212,822,825,967,769,1069,375,632,935,43,1150,863
15,1090,399,97,1247,350,851,635,440,1452,1405,1182,896,1508,121,214,962,469,1304,391,415,1431,146,1428,682,69,1092,1357,1146,516,949,771,1470,107,853,1280,487,260,1214,546,788
16,700,645,731,1296,1137,593,881,1268,355,940,1522,519,774,396,219,314,137,901,1511,1366,73,1574,477,647,311,670,562,30,917,1142,1509,930,1073,218,1133,598,892,1184,1261,614
17,16,964,1430,948,807,1221,275,946,772,1257,735,133,809,538,804,446,138,1362,1446,687,1361,165,1548,1534,1556,412,719,473,1582,278,303,589,972,954,455,1115,439,1,827,1003
18,1244,89,141,1525,41,564,1404,1266,1095,941,909,1113,304,1330,65,1153,1359,316,1377,810,1207,265,1093,139,1560,280,1004,545,1321,791,449,1013,575,705,609,1084,641,498,59,1136
19,368,225,290,1186,566,612,775,83,1386,1045,1536,427,1220,253,840,761,720,1331,1040,1309,1406,1372,499,1493,318,529,90,1276,1237,21,17,987,1458,1341,747,210,476,136,1170,1264
20,307,643,1263,385,684,640,1290,726,849,1349,711,1205,1462,1165,1070,475,1101,486,776,522,51,665,485,1529,129,494,45,1443,178,1576,119,11,492,543,1471,1035,857,1376,1126,1286
21,906,1531,992,870,1363,1028,268,167,669,777,220,868,619,400,1541,1507,235,910,298,1329,1060,299,1528,197,525,269,1199,29,1191,435,327,34,811,48,1530,1235,646,1485,1180,1494
22,1333,574,306,894,844,888,1203,333,1374,483,371,1593,297,955,1111,185,1506,1502,55,1487,724,556,1380,1074,1097,149,1334,799,915,208,78,666,1219,291,248,402,637,1518,63,1368
23,715,349,1065,708,356,900,319,281,1570,1433,1031,113,936,1550,277,710,468,561,232,1568,1297,187,305,928,313,148,1277,823,1364,526,1402,933,636,1193,728,820,1416,62,1537,983
24,1505,1422,701,508,763,815,447,1071,1178,1420,325,1208,87,1500,504,1226,789,1463,716,66,183,828,950,500,490,1156,450,780,599,1540,1145,22,616,1305,1011,1441,44,193,191,862
25,1087,359,416,1466,1099,629,1585,1117,1282,1253,186,699,887,363,600,628,387,1196,721,595,377,369,925,1231,579,361,997,4,1039,1306,1233,1427,923,1176,1271,365,806,778,153,145
26,1223,1565,968,1209,1327,1344,672,966,147,802,1201,1597,581,184,1076,757,1573,452,120,1019,432,10,1081,895,1590,547,109,156,362,1580,617,163,423,424,717,572,801,568,1285,905
27,1148,460,1542,323,659,1021,464,1328,1275,236,893,1293,479,465,1313,671,190,384,980,172,170,773,308,661,1230,1440,739,1591,1227,358,161,688,240,1129,1442,1480,1302,552,488,745
28,1401,433,553,398,1054,1579,1567,1212,835,456,345,1269,1183,72,1082,534,340,1001,70,418,31,927,386,60,1358,1345,1234,1130,1481,664,347,1551,1149,380,177,1353,793,95,1375,382
29,660,544,246,1255,152,33,1549,125,989,251,105,550,517,998,1194,94,886,558,1103,376,921,1154,692,1094,1147,1483,406,742,1383,1478,1173,1059,1162,733,1295,1240,898,938,673,164
30,159,1390,911,239,175,100,931,781,321,1007,536,1577,1391,135,176,695,1174,1106,744,993,1245,331,405,867,582,1437,860,1492,111,588,988,1387,1044,329,1426,899,1185,977,945,381
31,654,601,338,1553,978,357,737,1519,495,1346,1395,1024,916,1119,1454,505,1042,401,530,805,1445,1351,1412,1267,1423,755,117,444,217,1421,752,540,38,309,79,795,28,57,1338,463
32,58,515,1501,620,926,1096,1450,798,1544,902,934,64,61,71,1472,75,956,832,403,247,1403,27,535,1400,1080,1486,570,211,1520,481,1408,703,103,520,245,1318,1232,1413,1503,337
33,607,493,937,425,1312,999,9,1034,216,1324,627,960,1281,310,23,206,511,229,422,99,796,1284,754,1587,222,1161,1417,1521,569,918,1516,727,750,764,1322,207,1581,1188,675,1037
34,1562,1056,994,352,596,180,1175,1167,942,56,913,1469,256,1514,328,234,509,393,1384,912,1512,293,1586,342,195,725,1564,662,1539,689,189,577,1017,748,1018,52,496,1600,533,691
35,1088,1273,419,168,622,656,1515,592,480,1339,1355,1265,1388,736,818,939,1572,394,126,1043,92,506,451,897,1270,437,510,639,108,1300,686,527,271,1488,1396,681,826,990,96,1061
36,81,143,885,1475,709,658,1026,986,951,6,162,1465,1317,680,273,597,458,1392,196,1222,1474,1434,286,794,611,1399,1141,683,370,288,1347,1010,1335,782,106,1497,388,1292,289,812
37,134,1177,213,233,1198,1490,179,714,1449,876,1155,1032,873,1098,1598,585,770,833,1102,1015,1424,571,707,1066,1241,429,1496,199,981,198,751,258,25,653,576,42,625,1409,1418,227
38,379,292,854,957,872,1558,3,829,7,354,426,513,679,312,1523,1498,1310,982,1325,118,1012,1460,112,335,1299,767,353,706,1109,267,1448,174,1360,1108,408,1127,1055,1337,204,1588
39,470,1584,880,970,378,779,194,1477,1091,224,1243,14,1435,907,1225,1459,1532,203,1298,583,144,1216,663,563,76,1594,1029,1246,47,200,590,908,846,624,36,1575,528,1262,53,874
