,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
28,446,228,342,305,664,1260,1308,131,933,448,716,49,601,181,1536,377,180,1080,1193,682,1040,674,683,487,1596,314,89,227,1005,1239,1174,1125,450,1186,1477,1252,1124,1356,1410,1452
29,805,501,653,1543,1289,152,676,741,825,220,1381,561,1013,622,102,1553,1204,211,1379,938,625,813,1327,1043,584,1534,1390,126,105,1456,378,532,339,316,1046,337,238,1313,855,1294
30,432,1090,193,2,252,1316,1060,286,1037,964,699,121,1578,1472,1085,985,1008,222,4,395,1111,229,1334,1453,1097,336,1351,1220,1112,174,1321,246,1267,1593,791,661,318,346,1066,793
31,745,1463,170,73,624,814,1263,1594,160,1385,819,623,1290,1550,90,835,332,1371,1506,575,1324,226,1392,981,839,516,81,1531,210,1196,602,426,997,1076,60,966,849,427,936,103
32,256,214,662,1526,242,1136,848,98,1551,259,369,563,1512,453,545,354,690,1047,760,792,832,254,862,1194,926,1059,367,1476,449,1023,647,1312,531,635,696,1063,829,1273,1419,1296
33,869,70,361,879,1161,343,784,443,1167,1127,391,1305,820,151,1387,596,120,860,642,1285,1041,1389,1374,604,255,1378,421,725,1413,823,1143,48,1172,558,1050,147,1152,631,1435,500
34,14,1482,1249,42,503,1317,827,1019,265,1469,585,46,773,462,937,975,669,1310,1282,600,34,904,21,1429,1021,1225,1454,810,1412,983,221,525,1309,1377,1131,1221,411,156,493,57
35,1328,556,155,886,1590,795,461,330,1574,863,780,1235,320,660,724,196,736,300,684,852,176,1114,816,1014,995,1428,1560,1264,663,1086,1300,71,1233,651,505,919,110,230,787,1073
36,107,599,434,1207,1394,767,989,1592,1299,1098,1283,331,691,1403,797,757,597,144,444,55,1168,54,554,972,520,1064,1436,352,1417,297,317,908,789,325,1280,572,1318,298,945,1446
37,779,1245,1214,1246,1020,1405,939,1202,774,29,199,976,1540,668,1399,372,518,1522,276,511,700,319,956,491,677,1566,234,264,497,776,840,1539,1516,278,657,88,479,1120,177,1012
38,266,802,1493,364,137,707,1502,527,881,984,1365,128,1258,1216,979,1275,334,1372,961,641,370,533,104,1278,539,737,119,1541,56,439,944,182,782,1322,1559,40,162,1479,1218,1424
39,1160,1341,1468,399,308,1074,697,775,1570,612,935,541,616,1229,1408,86,598,209,52,207,632,1504,28,629,1376,1209,1185,1474,351,499,1401,1116,1087,353,553,924,1197,928,183,106
