,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
27,995,748,1084,1302,1505,352,591,157,286,991,1138,1007,1414,1418,524,37,372,1172,888,762,860,1242,1071,349,477,1388,193,687,1,158,1211,327,777,910,1409,557,1124,817,610,1109
28,1569,85,1188,52,121,1044,933,237,686,1001,1506,724,1220,960,1218,89,646,1062,116,703,513,963,580,80,540,1572,784,1421,238,1118,1025,380,1394,446,970,1510,445,1412,720,749
29,1379,1567,1583,944,1512,1142,3,277,350,1413,398,46,1173,474,1441,553,59,984,825,614,1599,883,396,1008,1374,282,255,92,1106,227,1318,1519,1310,77,1361,746,295,997,419,19
30,568,102,223,1154,1395,1115,32,651,503,635,921,1459,1101,1148,21,297,552,835,1483,1179,690,66,1143,1443,240,1319,324,1021,1080,301,1574,186,1166,78,1054,1426,1129,822,752,832
31,681,1203,48,805,975,739,1048,472,1393,753,881,115,1397,9,254,522,124,496,801,949,1086,794,1043,961,619,890,1377,8,209,1020,1576,1041,137,1288,1174,530,932,1533,756,1381
32,361,1191,215,608,526,1432,1476,588,1473,298,1363,642,917,20,1539,1350,1040,87,810,205,576,1329,1266,558,1202,10,1402,1261,539,603,811,1255,485,1404,574,701,863,584,287,169
33,275,1453,994,1107,945,1325,1495,452,1087,228,534,947,869,1265,859,1428,909,1003,906,1478,5,506,171,816,312,56,1016,229,1206,1322,1419,50,1213,989,11,788,385,1042,571,354
34,708,236,36,1217,149,1488,1226,449,1036,371,178,109,1045,792,1311,363,248,604,1560,1598,1580,83,1344,647,674,1059,1271,305,1111,366,1540,304,1291,1511,476,627,1009,857,587,654
35,1198,1341,390,617,271,241,142,329,981,1494,638,1205,978,992,388,1354,1140,533,599,108,1477,1227,1018,71,1321,979,601,1034,1245,377,1216,1400,125,14,741,767,1063,1064,704,637
36,300,1530,117,1194,823,257,1433,965,511,954,1423,916,265,1502,1073,738,1256,1276,420,155,1430,101,367,659,769,896,134,1050,616,1466,548,188,129,547,1408,567,1553,1475,523,486
37,609,1411,1125,1116,1184,618,1427,1070,410,31,507,856,342,750,427,1248,531,958,839,843,705,133,484,1239,999,194,1522,882,541,1057,207,1493,842,830,808,795,491,336,1083,1077
38,1298,878,594,1380,879,308,64,339,1312,1554,1442,343,957,1254,1479,1235,203,222,565,1022,22,163,844,218,1112,589,1386,1449,30,761,1164,38,512,1549,135,332,852,1151,922,1463
39,1079,972,70,309,1019,479,53,1464,695,495,249,488,726,1292,1596,660,1461,862,1498,501,54,1136,924,348,23,858,895,214,424,1362,1230,1390,1396,383,444,1447,1219,874,1290,141
