,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
10,1188,2342,2494,1262,2202,2388,2500,523,2801,762,2481,950,157,1793,2657,1407,1122,3560,3260,2119,3269,1095,3162,2067,21,922,1241,1399,1541,3346,2326,1423,768,3326,2224,1882,16,391,1234,2368,1863,2743,2269,384,450,1159,3079,800,1710,2734,1190,3093,3450,3363,1281,1056,1209,2025,1661,522
11,1323,1572,2295,1379,1357,2729,40,2794,1781,1239,2877,1072,3282,496,1069,3423,2344,3467,1292,1462,653,991,3328,2940,2626,198,1580,1832,628,1986,757,2260,2372,2842,803,913,1006,1282,3014,1016,1641,1104,3385,3494,2130,1087,1019,1962,1320,3214,745,2091,2337,1959,1774,1936,1810,819,3342,541
12,3506,1736,1359,3031,981,1231,417,1879,2968,2063,1633,1603,930,1329,3040,2605,3395,518,2700,2245,153,7,734,3499,3362,84,812,634,1681,833,2601,2695,1503,2777,2582,662,3520,1546,1020,2172,2996,242,1135,2152,1801,2527,3155,94,1797,698,2436,2747,2718,1660,3142,1844,537,482,1224,2597
13,2442,10,1534,3431,1051,2282,1269,2587,2955,941,1910,1384,612,2093,2702,1699,1301,654,1767,2463,679,3471,469,962,3254,2519,2619,2773,1517,2948,2723,1634,12,1472,2261,1679,2521,231,982,2430,1806,446,1670,2293,3000,3103,3534,471,297,1552,3590,1605,2373,2084,1205,2232,890,2721,376,539
14,1285,3265,3554,232,441,2950,1668,3378,2266,2651,1351,553,2610,1933,2065,2739,3148,839,2596,1368,548,179,1118,2562,3030,3105,2885,2331,1466,2971,3376,2482,2402,2677,1347,2144,501,1025,3276,2421,200,965,326,119,2322,1426,1498,703,2288,2358,1967,1304,1733,1165,876,499,816,3277,1325,125
15,1187,1267,138,3134,3170,990,1114,3068,3157,2258,1058,2213,285,1369,3568,1938,897,212,2570,1850,1138,2727,1860,2155,563,3476,632,870,2793,795,1348,986,1575,275,3250,1669,665,498,2123,2698,2834,1677,3478,3484,246,1474,770,1610,3087,1519,2417,262,3082,3488,3541,1434,2097,512,2160,1319
16,2573,2474,3310,1004,2435,1041,1746,2875,208,847,1414,3116,2321,720,671,2048,435,3396,3034,175,3573,3514,927,1458,1950,2728,1570,2674,23,850,1948,735,2274,1590,1988,79,1675,1748,2394,3565,149,1692,1327,1000,3452,1784,320,1881,2019,2156,2432,1907,2275,3152,862,2309,3140,274,1751,1042
17,2639,1790,3062,1298,980,459,1397,300,1520,3065,1984,2933,2528,292,1852,316,1302,429,2835,3507,3371,1314,2304,1381,1963,2366,809,808,2259,251,1060,2799,1527,3139,1318,1340,2297,1722,329,2249,3379,344,2422,15,2934,2745,3485,2106,1765,3461,2016,386,160,1731,516,1912,1927,2222,2021,3389
18,2622,2586,3135,173,278,638,2183,1725,621,2888,595,113,111,2957,1483,3318,11,1494,2558,1089,2606,973,769,3349,43,2868,1398,1557,3055,1579,1422,2857,951,2887,3180,1931,1480,2061,2589,2236,3470,2127,357,2271,920,2011,1023,976,3521,1648,786,191,2178,3099,1859,2397,2671,1429,2407,2320
19,102,2505,2207,432,279,2370,2628,3314,2820,2676,1592,1443,2102,1861,353,410,2167,371,825,1596,1131,3199,2755,3002,2041,2166,30,3407,1998,236,1925,936,1795,1525,3566,3296,3080,276,3128,280,3530,8,2580,2027,2653,400,1892,3353,1538,3274,2003,3035,2365,975,155,907,2843,993,74,1600
20,1970,2592,1887,2673,2571,2854,1037,682,2429,987,127,2177,2662,1086,1261,1816,2080,39,2497,3477,835,1463,2345,3224,3168,1656,2708,380,2415,2563,1495,3112,1235,2967,3307,136,2450,607,3233,1800,2865,1057,2836,2005,2418,105,428,1511,1110,135,3050,1052,1745,6,54,2568,1724,3388,1505,465
21,1842,1865,776,818,2332,3487,1311,2221,2810,1783,62,2675,1046,294,134,2551,48,331,2270,801,724,2641,3291,2882,1198,2473,1396,2043,2077,1139,1354,1782,238,3359,2779,2287,2060,36,1410,1484,2986,2165,2189,2726,3041,1332,47,979,1992,2071,1173,2665,3177,530,3256,2247,2045,2732,3444,1123
22,1978,2371,1242,201,1063,336,72,2038,1352,3572,2829,2248,2735,3234,2956,108,1108,1940,1101,2367,2880,961,2253,2979,3479,2929,3509,2634,3339,452,733,1901,2081,3333,2055,2923,3451,472,1053,1179,1212,529,1345,2813,404,107,202,2539,3208,2876,3141,1489,690,222,908,224,1704,527,3279,1164
23,284,374,2806,2819,2376,3207,360,1787,42,2419,3204,2214,3232,2459,3244,3098,206,2341,1492,623,1229,411,2588,122,2638,1735,1622,1378,110,1382,3094,1888,1818,728,836,2788,1103,1375,2082,2690,2579,204,1315,1698,3549,1050,946,3340,2483,2117,1871,2614,1839,2413,1147,2068,1919,75,2208,2391
24,1406,1207,1450,1442,2716,1606,1702,630,552,3315,1083,56,2324,3193,1310,3243,1402,2863,2062,2798,2179,1117,1539,1150,3421,1824,505,3390,1435,1742,1218,3061,566,1945,3576,1199,1937,3351,377,3491,3344,3138,1995,2044,3401,3266,1457,2379,1028,1244,725,664,188,397,2437,2139,13,2000,337,451
25,483,984,910,510,974,1721,3057,308,1523,701,2329,3354,382,2663,1697,676,3299,798,1034,1506,863,1417,315,1830,343,882,2770,644,3316,1716,1174,561,2308,1437,1895,2998,3459,3567,742,2237,2503,2744,1289,1884,1696,1342,2070,3597,891,3003,3100,1079,1964,3072,2256,1615,3438,1278,2524,3302
26,1712,1854,2223,2751,2317,3425,2800,1985,909,1952,1531,1111,1415,886,281,407,1464,1497,2565,753,2981,562,1303,449,3529,1752,325,2336,2511,2314,2197,1862,145,988,1717,658,2135,1571,1635,2018,2980,2359,1066,3369,1482,3419,2738,814,3300,732,1479,1997,929,2318,797,1561,2390,958,3271,3245
27,2010,1287,997,2758,1813,615,1636,3483,3226,249,216,2569,619,2828,1876,685,3051,1080,866,2781,3511,2756,1294,1902,2219,3557,1255,706,871,1623,458,1470,3290,1344,3178,2567,1049,901,1946,475,193,3009,1317,2746,1785,1216,1142,954,1680,2015,1896,2146,1424,270,2191,3364,3237,903,2012,3513
28,893,700,463,2959,1828,461,1528,2124,1673,492,1370,1184,1238,2772,3206,2908,3497,2566,1981,2613,2893,2431,2257,1192,3038,2725,1308,2399,977,635,687,3085,3173,2659,265,821,309,340,1077,3335,1201,3137,2514,378,2939,1595,1848,3329,810,3589,2984,348,143,1836,263,3021,1266,2768,692,1307
29,2896,606,3415,883,3465,2697,1760,1227,3175,396,588,2926,1309,699,65,1102,2515,678,1439,228,3198,2531,1913,642,44,2782,1204,2696,2646,1299,2022,1624,614,2741,656,1747,2774,519,2962,2002,339,253,761,2932,880,3251,1811,1386,2126,250,3527,3027,2280,2518,1667,3189,1630,1647,3156,2715
30,1987,2466,363,3228,3231,2122,61,3352,2176,820,1185,1106,2113,2845,1953,3209,69,1515,2496,403,1990,317,385,2904,1491,3042,1664,33,3355,831,2664,684,3022,751,528,2995,3543,2250,834,1270,3272,3593,454,2186,299,696,872,2475,1688,1833,2353,3222,2958,964,999,531,368,2600,2338,3076
31,2292,2985,1067,3427,2153,3019,2701,413,3229,52,24,1070,2064,2988,2401,2251,1094,1537,1007,939,2826,804,2286,1387,1194,1619,2750,3486,2420,1989,1819,2347,3182,2190,854,802,1764,3587,1738,493,508,932,3070,2694,2454,2611,2451,955,672,520,3115,748,3502,3248,1526,945,547,709,282,291
32,560,2504,2666,3146,2918,2649,140,2711,652,2469,3127,752,2056,1562,20,156,1883,1690,2590,645,3600,1674,3547,1545,2684,1014,2864,112,100,3281,2771,2946,126,1419,2169,3480,971,2444,1169,546,76,17,3121,272,2024,3345,1502,257,409,2897,2069,933,1036,3125,1817,2913,1203,2263,2492,2901
33,1917,2517,2855,1650,572,1065,1856,2982,589,1215,2609,3588,1196,1189,796,2525,1021,1413,3313,1119,189,1791,419,2791,3360,1559,2392,1906,2434,3370,2291,1180,264,3405,1516,2278,1550,875,2049,1691,3404,3456,1377,675,2449,3515,2712,245,1855,1744,2409,3174,1013,95,918,1157,1772,2685,77,1
34,3109,2681,857,627,743,2086,1409,1763,2910,2595,431,3077,2795,2987,395,2386,579,2545,2241,749,1082,1099,1653,174,3006,3542,2036,849,159,2423,888,1759,1210,2118,1161,764,953,3343,1471,1556,1616,2846,2495,243,1762,1594,2136,1425,1322,1509,624,2187,1134,3332,2268,3126,1349,2921,2412,3518
35,2818,1713,2706,3110,900,244,2351,3078,2484,3095,842,631,2541,2229,2426,1649,3230,740,2941,1395,3294,2489,731,2033,1972,354,2490,1750,1251,1685,406,590,1504,98,2404,2385,1728,2837,1446,1905,3595,3393,2627,2339,1601,41,3293,585,2361,1391,178,1221,2722,1243,63,195,3213,2054,840,600
36,118,1829,1684,2943,49,3167,3386,641,586,3414,2872,332,2460,1076,3090,1155,3311,2736,2087,1254,3114,1822,750,1247,1433,1909,369,887,3005,319,254,3473,1091,3337,1459,3108,447,1777,3368,1140,2387,2870,1249,2294,618,2396,3056,283,851,120,756,1627,1689,583,2243,3413,826,3288,1715,3267
37,1809,952,1353,828,494,392,2362,2103,123,169,2879,3586,2234,203,2352,3365,2319,2574,1769,2633,3263,931,1949,1486,129,1628,2667,1960,1613,1548,1955,2476,2477,234,3460,902,230,747,1002,474,1602,2363,2928,1629,2230,3377,2640,1893,1193,3023,861,1727,2110,2680,2377,668,3049,2553,1676,1821
38,1558,878,1490,3591,1478,2493,1621,335,2255,2239,1956,2233,1723,1501,2766,2693,495,3448,970,1460,1171,3391,318,1220,660,858,3358,1364,3081,2285,2116,1703,2668,1565,2894,1935,513,3402,3562,3011,1597,45,1898,503,402,2852,2066,2656,787,2058,1599,581,3083,170,1208,3255,1339,3241,86,346
39,715,1825,3025,2886,2831,2284,905,3183,2428,2046,2598,1878,778,1814,599,1136,2470,14,1500,2204,1388,3052,1530,1143,707,949,394,3575,2218,2357,430,296,3192,1711,3242,2276,2042,190,526,2163,3445,2289,1383,1062,1385,423,1256,2975,1858,2464,1268,3246,1568,1257,227,2856,2618,3418,1236,1296
40,1272,1776,1943,2966,2584,2240,666,252,132,2059,2761,1834,2851,1232,3106,3574,2151,534,1873,3131,1438,1093,694,998,3101,367,1695,1923,1778,1578,1973,415,121,1286,333,1265,268,3580,3235,2550,2101,3044,1567,2488,2302,1564,3088,1328,9,1729,2425,3249,323,2298,2607,1889,3285,1449,440,2217
41,551,2471,1420,2713,1544,328,2898,184,884,2594,2535,2556,3028,3012,1625,3120,1831,1510,625,2892,3304,64,442,1011,2785,2414,1129,1275,1436,1202,1693,592,1324,1098,2931,2162,1040,1586,2330,942,473,3236,2099,736,3522,1246,992,2299,2916,1904,3059,2334,1096,1400,3599,3221,1678,1708,1214,217
42,983,161,1421,399,2300,1646,1226,349,139,705,2328,1105,2296,490,2670,3278,1826,2964,3136,1166,811,2196,564,3220,50,478,1838,2625,3008,2114,1885,3457,2797,1026,1022,832,3436,1033,894,1566,479,1563,3247,1154,2754,3441,1983,1092,758,693,185,3397,3084,3517,3163,723,3172,1737,3324,3124
43,3187,919,1507,2811,702,341,521,2884,2491,1001,790,3047,421,3432,3171,355,2796,2227,2035,2645,726,2017,2808,2131,2935,774,873,1569,225,845,2878,1977,3184,661,3322,51,2647,1130,904,2847,445,2098,171,3408,721,2603,2703,68,877,543,3060,457,2789,3161,2441,943,2977,2830,1158,2790
44,2538,2912,3238,2479,3133,626,183,677,2974,2949,1335,290,1971,467,3119,881,1371,165,3482,1401,1408,3147,2862,1418,2616,1355,1485,2173,2510,304,2900,843,3039,815,2400,2942,237,196,338,3144,180,1146,2094,2323,214,2648,1009,2393,2150,3166,575,2604,1048,917,2486,310,2853,2546,1617,3428
45,879,629,1476,3498,168,647,3215,312,1754,765,1376,1807,1153,2906,1853,2776,3533,1867,793,78,1346,3197,2145,3179,613,1175,540,2549,3223,2911,3073,1264,1604,3252,26,311,2643,2903,420,115,3145,1274,604,3043,3317,38,1768,1847,3392,3439,438,177,154,3584,3361,1145,1846,2354,2499,2631
46,3434,352,2272,545,3531,321,3117,2506,3594,2198,2585,1085,1279,3383,2083,2822,1687,1583,506,1868,3411,3064,150,517,1128,569,2100,1663,594,1872,806,923,746,3292,1008,1643,1756,1593,3598,1043,2132,3446,2749,2522,1152,3091,2821,2960,969,418,2188,1295,1720,1358,823,2544,114,1027,2052,422
47,791,2997,2991,1144,2704,2661,2564,2833,1223,3071,2914,2020,67,2759,152,197,383,3123,670,1074,1886,2360,2710,1182,89,1773,3582,2201,1454,2682,3067,542,3280,1709,3033,956,176,3581,1176,2623,935,3417,3176,2340,370,2850,1029,2075,2185,1611,648,1168,211,2581,1373,31,1651,302,1573,2104
48,3154,1362,3564,3596,2660,911,151,3464,655,3571,3196,101,2325,504,2327,2465,3097,164,92,944,1658,3367,2112,608,187,1930,2812,1928,277,824,1682,1796,3305,464,2620,2225,536,1980,146,1620,2686,1390,1632,763,3306,1730,2737,2688,865,1068,387,2051,2004,1081,1064,3001,3442,2072,2624,1059
49,2823,3069,1827,1947,104,2138,301,3410,3475,3420,351,609,1961,3259,3400,1770,2215,1554,365,2478,1638,2825,3472,73,1276,2848,60,1683,2461,3169,1116,2814,722,1779,1038,388,2009,3373,3366,3308,91,1306,1121,967,88,205,1055,2944,2733,2180,1576,80,181,2945,3048,2654,1090,2047,781,1044
50,3519,3160,681,1944,573,2709,2642,841,97,1297,1240,3463,2899,960,852,2764,582,2265,2970,3510,1911,3523,2844,2889,1487,2384,1427,1300,1389,1073,233,2947,1035,2161,3356,1331,3424,1845,1954,1321,55,425,3194,1149,1018,286,1115,3258,401,1996,2141,2993,3102,93,1803,3261,554,133,172,2079
51,3203,1849,710,2307,3122,2552,716,915,2439,1874,1045,2658,3406,2498,2767,807,2349,3205,1701,3312,697,1186,2965,85,2316,2231,3303,2074,3382,1084,1124,2655,2724,2264,925,571,1740,2143,303,273,718,1942,650,3327,455,3151,2650,46,2192,2867,158,947,1367,2147,486,896,1356,1700,2090,1405
52,289,295,261,235,1939,199,2919,2115,838,2040,2635,2209,1448,3338,3297,271,2088,3320,3583,3190,813,1125,2542,2445,1334,2599,2023,1521,3058,2769,1637,1582,2211,2210,2994,1788,2175,2714,424,601,3495,2881,1120,2891,267,928,580,1734,912,1271,3063,1444,1477,1524,1577,2089,3500,142,27,2034
53,248,2181,3528,82,258,141,3264,166,669,3036,389,3273,439,1380,2775,549,1771,2936,260,1465,2440,2874,366,1908,3516,2142,1982,358,3416,2174,2858,359,2443,1608,1430,3537,2717,3283,3096,1547,1707,597,2438,1183,1758,1127,3501,2938,427,667,35,2804,2973,414,390,1113,2468,2467,2978,3181
54,1039,256,1481,1493,25,1897,906,1333,3559,2006,559,1126,784,829,617,1591,2636,713,1840,2195,584,2303,914,1178,444,3015,2235,462,1088,3130,1941,3037,2267,2311,2375,2951,2369,2502,2644,830,3159,2861,1250,1968,3474,2013,3054,2416,3380,712,3555,507,1899,788,3551,1151,2999,2930,287,611
55,867,306,1273,1812,500,3455,2199,1924,3394,1918,2028,393,3563,3026,2212,1097,989,1499,1277,3089,643,215,1662,466,3020,704,3447,1920,640,1891,2555,1644,616,1665,587,2907,2787,2672,1618,1802,1403,2427,827,2252,2424,1015,1614,2630,719,1965,2678,2032,2532,3454,470,3375,433,1305,1473,2720
56,2487,1640,2547,1739,2719,744,2687,1245,598,167,2452,2157,2446,484,2707,2,1365,2860,2612,1705,859,1587,3240,2085,1393,577,1536,3558,889,2107,2902,3553,3348,1005,1903,1645,3468,789,2238,2364,1237,3430,1584,313,57,314,468,2315,3435,649,2389,2205,663,2244,2805,489,1786,1549,1461,2228
57,2526,2924,1360,1518,780,729,2972,103,2963,2807,477,1404,221,3325,708,2200,2803,2917,3323,2895,636,3284,2485,1598,680,2277,730,28,90,3330,1230,844,3275,1666,192,2763,799,3570,1951,2632,2406,874,557,1929,2382,1469,2866,556,524,686,2572,1574,2073,3525,2108,1374,1976,1926,1109,2529
58,2078,995,83,1228,3350,3493,1141,1233,2105,223,1156,3548,3561,2691,779,1639,2472,1219,147,2621,66,673,298,2583,1921,860,34,1451,2137,2802,2953,1551,293,856,1280,3010,3357,2748,1922,1197,1032,1160,593,362,558,3545,2679,2961,2920,978,3505,2705,1363,2578,2809,2762,741,2516,3462,1047
59,1529,2171,568,2120,2827,603,1914,775,525,1259,3538,3512,1533,777,2134,1794,3426,2792,2383,3539,3253,2310,3143,948,19,3526,898,2554,805,3556,1326,1467,570,683,766,305,1749,3569,792,1061,1100,241,1657,2730,3301,3227,817,2457,2158,2378,1290,602,3286,2692,754,659,1609,1875,1441,737
