,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
19,3040,2695,1660,734,1329,2700,2747,1020,1844,1224,2601,3520,981,1546,1801,417,482,242,3499,2527,2718,153,2152,1231,2777,3362,812,1797,1135,3031,930,3142,2968,2996,2582,1633,3506,1879,2597,2436,662,1603,3395,3155,94,1359,537,2172,2063,1503,518,833,1736,1681,698,2605,7,84,2245,634
20,3297,1582,1524,2542,3338,3583,1444,424,2089,27,1637,2175,1939,2714,267,2919,142,2881,2445,928,1477,813,2891,199,2210,1334,2023,912,1120,235,1448,1577,838,3495,2994,2635,289,2115,2034,3063,1788,2209,2088,580,1734,261,3500,601,2040,2211,3320,2769,295,3058,1271,271,1125,2599,3190,1521
21,2134,1467,2692,3143,777,2383,602,792,659,1441,1326,1749,2827,3569,3301,1914,1875,241,948,3227,3286,3253,2730,603,683,19,898,2158,1657,2120,1533,754,525,1100,766,3538,1529,775,737,1290,305,3512,3426,817,2457,568,1609,1061,1259,570,2792,3556,2171,805,2378,1794,2310,3526,3539,2554
22,2956,1901,222,2253,3234,1101,1489,1053,224,3279,733,3451,1063,472,404,72,527,529,2979,107,690,2880,2813,336,3333,3479,3509,3208,1345,201,2735,908,1352,1212,2055,2829,1978,2038,1164,3141,2923,2248,1108,202,2539,1242,1704,1179,3572,2081,1940,452,2371,3339,2876,108,961,2929,2367,2634
23,3106,415,2298,694,1232,1873,3249,3235,1889,440,1973,268,2584,3580,2302,666,1449,3044,998,1564,323,1438,2488,2240,1286,3101,1695,9,1567,2966,2851,2607,132,2101,333,2761,1272,252,2217,2425,1265,1834,2151,3088,1328,1943,3285,2550,2059,121,534,1578,1776,1778,1729,3574,1093,367,3131,1923
24,2670,3457,3517,564,490,3136,3397,894,723,3324,1885,3436,2300,1033,2754,1226,1737,1563,3220,3441,3084,811,1154,1646,1026,50,1838,758,3247,399,2296,3163,139,479,1022,2328,983,349,3124,185,832,1105,1826,1983,1092,1421,3172,1566,705,2797,2964,2114,161,3008,693,3278,2196,478,1166,2625
25,2327,1796,1081,2112,504,92,2051,146,3001,2624,1682,536,2660,1980,3306,151,2072,1692,608,1730,2004,1658,763,911,464,187,2812,865,1632,3596,2325,1064,655,2686,2620,3196,3154,3464,1059,387,2225,101,3097,2737,2688,3564,3140,1620,3571,3305,164,824,1362,277,1068,2465,3367,1930,944,1928
26,2083,923,1358,150,3383,506,1295,3598,2544,2052,806,1756,3531,1593,1152,3117,1027,3446,517,3091,1720,3411,2522,321,3292,1128,2100,969,2749,545,1279,823,3594,2132,1008,2585,3434,2506,422,2188,1643,1085,1687,2821,2960,2272,114,1043,2198,746,1583,1872,352,594,418,2822,3064,569,1868,1663
27,1876,1470,270,1294,2828,866,2146,1946,3364,2012,458,1049,1813,901,1785,1636,903,3009,1902,1216,1424,3511,2746,615,1344,2219,1255,1680,1317,2758,619,2191,3226,193,3178,216,2010,3483,3513,1896,2567,2569,3051,1142,954,997,3237,475,249,3290,1080,1623,1287,871,2015,685,2756,3557,2781,706
28,1697,561,3072,315,2663,1034,1079,742,1615,2524,1174,3459,974,3567,1696,3057,1278,2744,1830,1342,1964,863,1884,1721,1437,343,2770,891,1289,510,382,2256,1523,2503,1895,2329,483,308,3302,3100,2998,3354,3299,2070,3597,910,3438,2237,701,2308,798,1716,984,3316,3003,676,1417,882,1506,644
29,1310,3061,397,1539,3193,2062,664,377,2139,337,1218,1937,2716,3351,3401,1702,2000,3138,1150,3266,188,2179,2044,1606,1945,3421,505,1028,1995,1442,2324,2437,552,3344,3576,1083,1406,630,451,725,1199,56,1402,1457,2379,1450,13,3491,3315,566,2863,1742,1207,1435,1244,3243,1117,1824,2798,3390
30,3090,3473,583,750,1076,2087,1627,3368,3413,1715,254,447,49,1777,618,3386,3288,2870,1247,2396,1689,3114,2294,3167,3337,1433,369,851,1249,2943,2460,2243,586,2387,1459,2872,118,641,3267,756,3108,332,3311,3056,283,1684,826,1140,3414,1091,2736,319,1829,3005,120,1155,1822,1909,1254,887
31,3400,2814,2945,3472,3259,365,80,3366,2654,781,1116,2009,104,3373,88,301,2047,1306,73,205,181,1638,967,2138,1779,1276,60,2733,1121,1947,1961,3048,3475,91,1038,351,2823,3410,1044,1576,388,609,2215,1055,2944,1827,1090,3308,3420,722,1554,3169,3069,2461,2180,1770,2825,2848,2478,1683
32,671,735,3152,927,720,3034,1907,2394,2309,1751,1948,1675,2435,1748,3452,1746,274,1390,1458,1784,2275,3573,1000,1041,1590,1950,1570,2019,1327,1004,2321,862,208,149,1988,1414,2573,2875,1042,2432,79,3116,435,320,1881,3310,3442,3565,847,2274,3396,850,2474,23,2156,2048,3514,2728,175,2674
33,412,1452,1411,1799,2927,2001,1191,2783,3185,2615,2989,81,2925,1343,1217,3270,1213,3399,1177,220,957,996,405,2348,480,940,2447,1512,596,2403,3496,2523,2608,1835,476,3319,1206,657,3129,1341,3211,131,448,2462,3433,1553,2536,3453,651,2140,2602,711,1915,1718,3018,899,5,2689,266,2905
34,963,1412,2346,116,1455,269,2149,437,2849,3004,2096,3429,2121,3053,2410,255,163,1706,3412,2092,2184,398,3298,3200,532,4,2226,3225,1957,688,347,2840,3492,2109,350,2254,892,550,1535,162,1755,2395,1732,2509,3544,1780,2301,2780,37,2784,1181,1283,2990,2593,288,2869,2561,1979,1686,1003
35,3206,3085,1836,2257,2772,1981,348,1077,3021,692,687,309,1828,340,2939,1528,2768,3137,1192,1595,143,2893,378,461,2659,3038,1308,810,2514,2959,1238,263,1673,1201,265,1370,893,2124,1307,2984,821,1184,3497,1848,3329,463,1266,3335,492,3173,2566,635,700,977,3589,2908,2431,2725,2613,2399
36,2775,359,414,366,1380,260,2804,3096,1113,2978,2858,2717,258,3283,1758,3264,2467,597,1908,1127,2973,2440,1183,141,1608,3516,1982,427,2438,82,439,390,669,1707,1430,389,248,166,3181,35,3537,3273,1771,3501,2938,3528,2468,1547,3036,2443,2936,2174,2181,3416,667,549,2874,2142,1465,358
37,65,1624,2518,1913,699,1439,3027,2962,3189,3156,2022,2774,3465,519,880,1760,1647,253,642,3251,2280,3198,2932,2697,2741,44,1204,2126,761,883,1309,1667,3175,339,656,588,2896,1227,2715,3527,1747,2926,2515,1811,1386,3415,1630,2002,396,614,678,1299,606,2646,250,1102,2531,2782,228,2696
38,2312,2206,327,1252,511,937,2871,1167,759,3374,2159,3045,2216,1522,2129,3217,1726,1137,2170,2220,3384,1540,29,2050,2193,1078,1107,2757,2148,1626,2448,1815,972,714,837,2540,535,2262,1542,1890,3443,1837,846,3202,372,2290,324,1514,2031,1631,3341,1031,1330,3113,59,3550,18,760,3449,3165
39,1261,3112,6,2345,1086,2497,1052,3233,2568,1505,1495,2450,2571,607,2418,1037,3388,1057,3224,105,1745,835,2005,2854,2967,3168,2708,1110,2836,2673,2662,54,2429,2865,3307,127,1970,682,465,3050,136,2177,2080,428,1511,1887,1724,1800,987,1235,39,2563,2592,2415,135,1816,1463,1656,3477,380
40,395,1759,3332,1653,2987,2241,2187,1471,3126,2412,888,953,743,3343,1762,1409,2921,2846,174,1594,1134,1082,243,2086,2118,3006,2036,1322,2495,627,2795,2268,2910,1616,1161,431,3109,1763,3518,624,764,3077,579,2136,1425,857,1349,1556,2595,1210,2545,2423,2681,159,1509,2386,1099,3542,749,849
41,1483,2857,3099,769,2957,2558,191,2589,2397,2407,1422,1480,278,2061,920,2183,1429,2127,3349,2011,2178,2606,2271,638,2887,43,1398,3521,357,173,111,1859,621,3470,3180,595,2622,1725,2320,786,1931,113,11,1023,976,3135,2671,2236,2888,951,1494,1579,2586,3055,1648,3318,973,2868,1089,1557
42,20,2946,3125,3547,1562,2590,933,1169,2913,2492,2771,971,2918,2444,2024,140,2263,17,1545,3345,1036,3600,272,2649,1419,2684,2864,409,3121,3146,2056,1817,652,76,2169,3127,560,2711,2901,2069,3480,752,1883,1502,257,2666,1203,546,2469,126,1690,3281,2504,100,2897,156,1674,1014,645,112
43,3171,1977,3161,2808,3432,2035,457,904,943,1158,2878,2647,702,1130,721,521,2830,2098,2131,2603,2789,726,3408,341,661,2935,873,877,171,2811,421,2441,2491,445,3322,790,3187,2884,2790,3060,51,3047,2796,2703,68,1507,2977,2847,1001,3184,2227,845,919,225,543,355,2017,774,2645,1569
44,134,1782,530,3291,294,2270,2665,1410,2247,3444,1354,2060,2332,36,3041,1311,2732,2165,2882,1332,3177,724,2726,3487,3359,1198,1396,1992,2189,818,1046,3256,2810,2986,2779,62,1842,2221,1123,1173,2287,2675,48,47,979,776,2045,1484,1783,238,331,1139,1865,2077,2071,2551,2641,2473,801,2043
45,1870,2983,497,1488,240,3086,2026,2125,1350,1170,2512,610,2537,2954,1513,2356,137,2883,576,1916,1431,3437,1293,3372,485,3164,2014,2030,3075,2817,1024,3104,938,1869,855,2281,1741,2333,32,959,1312,574,2683,3503,3336,1361,3,1030,2557,1253,1555,926,2380,646,2182,1864,2976,71,1200,3535
46,617,3037,788,914,829,1840,507,2644,1151,287,1941,2369,25,2502,3474,906,2930,2861,1178,2013,1899,584,1968,1897,2311,444,2235,3380,1250,1493,784,3551,3559,3159,2375,559,1039,1333,611,3555,2951,1126,2636,3054,2416,1481,2999,830,2006,2267,713,3130,256,1088,712,1591,2303,3015,2195,462
47,3119,843,917,2862,467,3482,2604,338,310,1617,2900,237,3133,196,214,183,2546,1146,1418,2648,1048,1408,2323,626,815,2616,1485,2150,2094,2479,1971,2486,2974,180,2400,1335,2538,677,3428,575,2942,290,1371,1009,2393,3238,2853,3144,2949,3039,165,304,2912,2510,3166,881,3147,1355,1401,2173
48,281,1862,2318,1303,886,2565,1997,1635,1561,3271,2197,2135,2317,1571,1482,2800,958,2359,449,3419,929,2981,3369,3425,988,3529,325,3300,1066,2751,1415,797,909,2980,1717,1531,1712,1985,3245,1479,658,1111,1464,2738,814,2223,2390,2018,1952,145,1497,2314,1854,2511,732,407,562,1752,753,2336
49,515,99,1394,3331,106,1775,342,2816,2513,1789,2731,509,2053,2753,1456,2915,2480,1757,3216,2560,2530,1877,2909,1075,2922,2992,3268,218,727,848,2203,3585,1392,1148,3195,3149,2029,3257,822,924,3066,491,1475,436,1163,3212,2313,364,2128,3469,1805,2458,783,1260,219,2007,1222,210,1560,209
50,1953,684,964,385,2845,2496,3222,834,531,2338,2664,3543,3231,2250,299,61,2600,3593,2904,696,2958,1990,2186,2122,751,1491,1664,1688,454,3228,2113,999,2176,3272,528,1185,1987,3352,3076,2353,2995,1106,69,872,2475,363,368,1270,820,3022,1515,831,2466,3355,1833,3209,317,3042,403,33
51,353,936,975,2755,1861,825,3035,3128,907,74,1925,3080,279,276,2653,2628,993,8,3002,400,2365,1131,2027,2370,1525,2041,30,1538,2580,432,2102,155,2820,3530,3566,1592,102,3314,1600,2003,3296,1443,2167,1892,3353,2207,2843,280,2676,1795,371,236,2505,1998,3274,410,3199,2166,1596,3407
52,2657,1423,3363,3162,1793,3260,3093,1234,1056,1661,2326,16,2202,391,450,2500,2025,2743,2067,1159,3450,3269,384,2388,3326,21,1241,1710,2269,1262,157,1281,2801,1863,2224,2481,1188,523,522,1190,1882,950,1122,3079,800,2494,1209,2368,762,768,3560,3346,2342,1541,2734,1407,1095,922,2119,1399
53,152,542,2581,2710,2759,670,1168,1176,31,1573,3067,176,2704,3581,370,2564,302,3417,1182,2850,211,1886,2340,2661,1709,89,3582,2185,3176,1144,67,1373,1223,935,3033,2914,791,2833,2104,648,956,2020,383,1029,2075,2991,1651,2623,3071,3280,3123,2682,2997,1454,1611,197,2360,1773,1074,2201
54,361,1291,381,3239,2832,330,3132,2652,916,1753,1851,1894,1316,1975,2057,3536,538,934,3029,1248,3210,885,2168,1880,1445,307,1588,3381,3074,1612,2408,637,3490,2453,70,3092,1655,1172,3046,375,1288,3440,1012,544,2890,3013,1857,1808,622,2507,207,2629,2577,853,3188,1112,533,565,2164,2008
55,708,844,3525,2485,3325,3323,1574,1951,1374,1109,1230,799,780,3570,2382,2972,1926,874,1598,1469,2073,636,1929,729,1666,680,730,524,557,1518,221,2108,2963,2406,192,477,2526,103,2529,2572,2763,1404,2803,2866,556,1360,1976,2632,2807,3275,2917,3330,2924,90,686,2200,3284,2277,2895,28
56,1853,1264,3584,2145,2906,793,177,420,1145,2499,3073,2643,168,2903,3317,3215,2354,1274,3179,38,154,1346,3043,647,3252,613,540,3392,604,3498,1153,3361,1754,3145,26,1376,879,312,2631,438,311,1807,3533,1768,1847,1476,1846,115,765,1604,1867,2911,629,3223,3439,2776,3197,1175,78,2549
57,2766,1703,170,318,1501,970,581,3562,3255,86,2116,513,1478,3402,402,1621,3241,45,1220,2852,3083,1171,503,2493,1565,660,3358,787,1898,3591,1723,1208,2255,1597,2894,1956,1558,335,346,1599,1935,2233,495,2066,2656,1490,1339,3011,2239,2668,3448,2285,878,3081,2058,2693,3391,858,1460,1364
58,1069,2260,1959,3328,496,1292,2091,3014,1936,3342,757,1006,1357,1282,2130,40,819,1104,2940,1087,2337,653,3494,2729,2842,2626,1580,1320,3385,1379,3282,1774,1781,1641,803,2877,1323,2794,541,745,913,1072,2344,1019,1962,2295,1810,1016,1239,2372,3467,1986,1572,628,3214,3423,991,198,1462,1832
59,2401,2347,3248,2286,2988,1007,748,1738,945,282,1819,1764,2153,3587,2454,2701,709,932,1387,2611,3502,2826,2694,3019,2190,1194,2750,672,3070,3427,2064,1526,3229,508,854,24,2292,413,291,3115,802,1070,1094,2451,955,1067,547,493,52,3182,1537,1989,2985,2420,520,2251,804,1619,939,3486
