,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
26,939,1061,1803,892,256,1688,519,932,1750,912,1977,443,926,1140,2281,173,14,528,992,1197,1552,1903,1629,431,1089,1494,1364,1743,1311,1086,2028,1843,38,507,1521,54,1195,662,1439,1105,2056,2482,2317,1179,1822,1273,2046,2125,873,1935
27,1162,1427,1877,2034,1228,1239,1269,1003,704,265,102,936,2212,543,2390,2041,1792,1002,1006,969,384,72,971,363,1457,2123,1366,1189,170,2219,1138,2292,1742,1973,864,578,502,1417,1450,1229,589,1048,2407,1922,1611,573,1797,1087,1263,1528
28,500,989,795,2383,2393,2008,1837,1473,424,979,2103,48,1152,1914,318,1716,1136,2321,195,1150,1231,1265,587,467,1285,2117,344,2410,1544,1130,2226,1055,7,2287,2075,3,1712,1999,737,1115,2035,75,2124,92,114,2277,626,946,1602,1204
29,2443,700,240,1014,685,705,2250,1543,1936,2500,8,297,211,483,1406,1775,842,1038,1567,623,2051,2191,1554,2111,377,1969,410,2261,1813,288,2306,846,1994,2230,1009,378,649,991,2323,1333,217,1149,839,1428,1433,30,571,773,2322,2413
30,1652,1077,2450,1902,1873,1262,44,1185,1079,1052,535,778,2244,1124,2293,2369,1114,13,200,1054,529,2328,1628,399,1296,1556,556,2090,980,2475,314,219,2471,1246,1099,1167,808,247,1538,15,1336,1362,430,2448,693,1907,2114,1761,1535,678
31,426,2408,1934,1466,1452,1282,532,1342,270,493,1365,2223,220,71,1887,594,1579,1744,515,911,1174,802,1224,2159,1400,621,1941,1330,1864,1911,2020,31,323,70,1223,776,2085,2288,2225,2116,1669,1640,2170,305,1581,1080,1623,1135,857,168
32,1380,2078,447,187,2437,628,315,1534,664,580,257,1769,1662,950,2160,1838,1118,2242,369,2275,643,2492,52,2195,2406,319,2262,665,719,1636,828,938,899,204,1047,504,1572,484,1589,2446,1913,1145,100,1236,2086,1501,2153,1545,943,1113
33,606,364,121,1393,1594,2052,1293,1697,371,1859,2409,4,1007,797,161,2149,1156,1509,1605,202,1018,629,1982,189,1696,918,632,965,1793,126,401,346,2064,1309,289,2060,2362,2145,2237,1950,2161,2220,610,717,145,852,2353,1796,2286,1925
34,1093,475,2490,2461,2468,907,146,1937,2421,586,1070,209,1440,2074,74,2234,1148,2493,1398,1180,513,1306,2061,619,1981,1924,1472,688,1075,1391,361,474,2350,1496,1066,516,1467,634,2338,540,353,572,1125,1762,1240,37,1871,948,1106,935
35,593,336,2110,672,568,2084,2175,1940,1983,166,1169,2399,1972,2431,550,1044,2327,309,1886,803,1082,2011,553,1024,2232,583,1160,2474,731,1573,1668,1487,413,2077,650,821,1757,125,1318,2311,2458,1243,130,655,28,184,1947,276,1474,563
36,786,1679,2441,416,1660,840,42,945,2222,2442,84,435,1242,340,724,1808,1920,1539,1019,79,212,814,1363,999,2019,2273,854,316,1332,2453,2427,1101,1117,1146,2254,2414,89,244,1752,59,1916,1726,2340,2329,457,922,866,2050,1202,816
37,2119,547,562,1645,152,179,142,953,1497,1067,307,2002,2202,279,1986,1619,1432,1529,723,414,1274,753,1172,510,617,981,1678,63,1337,1600,473,2309,2439,691,2100,2263,2430,232,1137,2221,958,1430,1767,1177,2199,1458,2038,1565,1684,613
38,118,636,1642,1165,1107,1025,2057,837,1280,1158,1739,1453,2239,2271,2272,47,2036,1866,2229,1917,1946,524,703,609,456,472,261,157,207,2177,1995,1481,620,360,1418,1368,598,1644,2467,1788,1555,1506,1220,1633,1805,1448,807,266,1758,182
39,1701,1493,76,1460,137,561,1016,1256,1965,1932,727,278,1312,1884,523,1020,1434,697,818,1218,1963,1923,844,1691,712,206,667,799,2284,225,2368,2180,1617,1804,1607,614,875,1966,283,1708,1876,973,1291,1740,2104,2483,914,51,1996,1253
40,56,874,1081,1324,964,151,235,1622,538,1912,673,2127,358,96,2499,1503,1226,796,1764,881,2162,566,1547,2253,325,1327,781,269,1984,1347,1409,2166,1777,501,765,2130,2498,1408,884,1606,1513,841,2484,2171,2487,476,11,1728,450,1979
41,12,328,942,2472,497,676,779,2266,2385,902,2386,1734,46,590,2172,1670,119,1354,1651,963,260,1445,105,1593,1880,1219,869,1714,605,961,2043,2092,1933,597,1382,952,2298,2330,482,1944,1359,1071,1721,17,272,1953,710,2445,1505,824
42,677,810,78,2099,2465,2141,5,770,1790,2294,2339,2014,245,1335,780,1710,301,2449,494,1512,756,469,2210,1962,1851,1121,947,1480,2424,558,495,1245,506,777,1451,898,798,150,2459,967,1267,975,1094,1707,2432,1122,2017,111,548,1420
43,1648,116,1745,1008,695,148,2073,392,1338,1370,2344,2245,293,2278,1389,2058,2106,2354,546,459,1198,1166,1905,612,1319,274,2039,2423,1548,1367,2308,90,726,1819,362,1313,2320,1360,227,913,427,1563,684,503,955,838,403,2069,2270,919
44,1037,792,1942,2417,1815,160,2094,322,702,1000,68,198,1060,367,517,250,1723,1194,2049,1173,1829,463,1463,2331,2118,1824,1938,2469,2259,618,1176,348,977,425,882,1801,2488,2384,420,2134,671,788,646,1904,592,1853,1574,1831,890,549
45,115,2299,2157,1013,1159,763,2396,383,2315,508,871,1584,1960,10,2196,1502,1199,1010,1575,1673,81,1278,271,1413,32,87,2435,400,2342,1658,2297,408,2022,1675,438,1955,390,2335,692,2418,1654,800,77,934,637,2412,968,904,477,2347
46,464,131,2133,349,1260,2198,794,1352,584,1698,350,164,1631,1860,1985,1178,937,1680,149,1799,2023,1541,98,1402,1958,746,2361,2033,1855,143,2154,210,1443,1789,805,2366,1686,36,1598,1186,1747,2491,1861,1896,310,1591,365,630,715,790
47,751,2025,194,1029,921,767,2359,1770,997,2095,1325,536,1261,1899,1485,122,1084,2024,2087,1396,750,848,742,1894,1142,1426,1041,1127,1377,895,375,1316,764,826,2316,908,1836,1665,1508,66,45,2214,334,452,147,2452,1889,1842,2080,2121
48,1111,927,1989,308,1802,254,2076,514,2326,1827,2312,2012,749,292,1004,2147,1596,404,1748,748,1520,1233,433,951,743,1599,53,595,224,2325,1667,498,2003,2276,1133,2192,880,2282,1068,1192,2047,385,2065,520,596,1546,527,304,2236,1286
49,2444,290,1134,1800,2351,1741,2394,972,1482,1234,1462,23,380,1249,128,2164,878,1993,1171,782,721,1641,101,1372,133,165,1,2416,883,2401,1421,1206,1062,2371,1042,2303,789,2381,567,2436,1361,1349,418,1733,815,521,996,468,2302,1078
