,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
10,859,2110,1883,2163,1,201,2273,1670,1857,102,809,1107,2235,569,2013,2004,2442,394,2290,437,1649,647,1945,349,577,1590,1776,1902,1661,670,1598,2186,398,2096,784,293,2189,1743,1498,73,1334,1638,1209,510,576,912,1603,903,111,686
11,1636,594,112,2477,323,696,982,2252,863,2069,676,1089,381,122,1153,1372,1408,533,1253,618,2097,187,2278,1199,1668,2429,793,1143,2378,2489,779,1495,2131,1954,1363,123,2263,555,1558,1364,2423,78,389,1512,1582,823,901,1194,1696,1072
12,2150,297,1664,1188,468,515,1983,2409,1369,1302,253,1631,1889,2343,329,72,627,1409,49,1349,2199,88,2476,1830,1994,2181,356,1025,1436,2359,1995,209,1037,904,1835,1452,1142,309,463,410,1322,2497,1251,713,98,816,2481,1151,1901,1299
13,1621,578,858,2404,642,70,386,949,1246,2169,763,1415,1853,1803,871,868,2494,1319,214,1943,1758,874,476,813,1748,56,501,1010,958,1795,314,1724,1932,514,498,2432,1875,1877,2183,1825,660,303,887,1584,1537,2452,458,2447,1779,789
14,2461,2213,86,2154,1660,475,1269,1337,1011,698,392,1441,460,2180,363,2286,1343,1786,1721,2215,852,2138,2450,896,1701,191,1804,1380,786,998,1643,911,2333,679,882,17,115,1754,1004,745,415,1231,1521,1607,1630,1615,486,990,1490,710
15,572,1633,1973,716,1753,1440,1896,119,108,1761,2143,1091,192,2080,621,1815,2084,2221,1120,64,955,1671,245,678,923,267,1613,1485,290,2129,2012,2103,646,1385,304,1007,93,256,435,1885,1278,2091,1838,1952,2127,1899,2048,1728,1113,667
16,195,1396,110,499,799,2291,1822,1150,1678,735,611,2417,1489,996,317,1149,251,1140,1493,832,298,325,587,1284,1102,2401,795,2135,1662,1448,2355,2152,2416,117,1811,970,393,1887,1949,81,2306,343,573,1623,1276,2346,1351,2262,2458,449
17,683,1274,1894,148,1691,1468,26,7,2058,699,218,668,250,450,755,1090,1882,2188,318,1312,1183,2394,1635,162,1304,2330,418,1689,2395,2296,1984,18,783,933,32,2148,2354,2438,419,1880,983,492,2104,1383,1848,1446,2052,1275,1762,1306
18,1619,1640,241,535,2222,1785,1009,1206,848,12,1459,455,2068,1344,2403,2164,504,2071,1481,1700,1419,414,1561,1539,497,1352,2379,1719,718,89,1104,1858,505,977,2031,819,280,1814,82,1240,1572,2251,1064,1897,1782,519,1164,1006,165,1942
19,1427,2239,516,1720,2478,421,801,944,604,956,2322,1606,131,632,2085,374,1569,723,605,2120,1692,2050,2224,2427,181,2151,1296,456,228,289,2184,1455,586,1666,1293,636,265,1062,666,417,2337,20,2081,1805,1674,1386,2153,1884,403,1285
20,948,2372,1726,890,2357,1751,1394,2388,2350,1040,321,166,1931,2109,2466,1789,649,234,2115,2385,619,544,709,1361,1866,1651,1715,1259,310,188,66,1024,2155,315,2082,2331,1444,1757,174,399,190,1573,379,479,2178,1227,2363,405,341,40
21,976,979,1750,622,1460,1802,2029,1868,2455,2020,2056,940,36,1565,2225,1175,910,1634,2276,113,1745,1922,406,1812,1787,2117,2157,1568,1286,217,129,1684,1224,820,1131,179,34,1725,1218,1747,281,59,387,503,45,691,2446,85,2010,2219
22,1422,517,1097,1978,2470,1205,2046,1128,999,1673,1310,770,1503,665,1528,2112,1900,1233,836,1479,231,1013,1642,1133,378,980,2001,2323,429,1156,159,79,1759,1963,2376,579,1585,1648,1100,598,978,1765,752,261,371,2347,1694,1986,522,846
23,19,2380,1904,2086,880,1325,208,15,1930,1073,1261,924,613,2095,682,224,2209,1910,692,1624,1828,1771,1413,781,77,299,1195,2243,697,841,177,2149,257,1914,367,254,1022,2500,369,1174,219,2295,1854,2272,1993,2223,1681,1058,1669,1879
24,837,839,925,368,140,729,2173,2356,1437,2248,1086,1711,733,490,1477,1827,2015,1717,2174,1733,268,1979,1906,865,2413,76,1559,1534,939,1847,1645,431,688,2402,2327,33,1846,561,1397,851,156,2036,1676,548,87,307,1618,930,1014,1571
25,1731,1077,127,28,1564,1082,1211,1238,1531,242,1392,1991,2373,588,1950,2242,2475,339,537,1368,995,1298,963,776,1051,2003,1975,186,75,1980,1637,1997,2034,291,2170,702,1410,48,2495,1406,326,132,184,2275,1699,626,672,1947,1833,2253
26,796,9,130,827,2324,1746,974,583,226,1791,984,1612,1794,988,524,1456,2360,704,1387,1730,2472,962,1542,2381,1483,1031,352,360,1516,1412,1957,2374,1583,1201,496,1518,1769,993,220,1355,1739,1018,1190,1778,599,305,1741,1777,358,2098
27,1687,749,1938,732,424,2424,2238,2212,1936,133,758,1871,2484,2177,52,2269,465,1328,489,1373,1960,1541,2025,952,2078,606,1070,866,57,669,1054,1336,844,2033,1925,474,2308,1712,1347,1628,717,380,761,373,2228,422,563,97,1686,1074
28,1709,194,1272,2206,592,2201,1722,2203,30,2216,1429,1132,2072,1081,1491,805,172,2406,2192,992,808,2422,287,873,757,575,1208,589,2044,344,1895,1562,272,1295,2387,2348,420,206,1675,529,1080,11,2014,472,661,1923,1509,1837,1229,1176
29,1130,907,574,2043,822,2204,1484,149,1076,1530,1157,1856,1810,2194,2247,412,2240,1340,1740,471,227,1421,693,118,2260,663,107,711,2462,493,487,1756,2200,2134,1110,175,650,2315,411,302,1114,2405,782,1809,960,2415,1433,2075,74,1377
30,262,828,1844,2370,283,2119,240,136,116,2027,2420,2118,600,1898,1147,1069,1774,1219,624,1346,2111,342,1905,685,1267,2425,2463,252,2367,1111,673,1330,1222,931,564,506,1200,153,1763,1237,2431,139,1602,2054,464,638,1557,1514,1587,1592
31,2397,200,2282,628,2023,1365,232,1207,895,847,1469,2408,1323,991,740,1504,446,332,1390,101,1471,1656,69,1735,1103,1341,2411,13,2349,1318,39,178,169,1698,1685,1622,1644,532,2414,2035,1824,2301,1695,1918,945,954,1008,720,2190,708
32,585,551,2002,2026,1535,2040,2255,648,311,2067,1093,2328,664,1112,2090,751,1888,1244,1667,1527,1266,2316,2126,511,2259,894,2465,1629,580,2329,1852,2335,14,1566,1821,25,1301,1079,390,616,135,152,1106,38,1083,259,601,366,1596,1431
33,1311,700,452,634,986,1046,1548,1718,2094,1189,2396,167,867,126,934,741,1210,1913,485,897,1400,834,158,534,453,2451,854,1807,2245,2211,1177,1001,1492,2107,1447,1956,2334,1533,2057,1998,50,1808,1486,334,1784,987,1775,432,1136,1270
34,1990,2179,1262,2140,2366,893,1908,818,975,1813,1988,361,1435,1384,1360,1550,35,530,473,2016,2469,2303,1263,724,1066,703,222,375,1391,1964,1705,794,171,273,370,1155,447,1256,2172,543,1428,2341,1292,423,1969,1867,413,1836,333,1781
35,1860,1236,198,878,1626,593,1919,2195,2136,404,1170,1223,1544,1277,2493,454,1737,1729,857,211,1522,558,764,1192,2160,477,1332,2093,1461,829,427,2065,482,608,1065,2309,436,1723,810,2233,562,2496,284,549,1842,2005,2362,1589,143,407
36,1966,971,746,637,1682,236,1965,2445,1870,336,509,137,409,2314,1864,1594,164,1688,271,1464,1538,100,1488,1823,1738,541,1928,2468,1160,1071,550,1713,1345,2298,1307,1797,2205,1405,1937,2319,1434,2041,1226,434,615,285,282,92,609,1508
37,324,961,1374,1567,2312,671,1002,2063,212,1510,2391,2130,264,1555,1520,263,2443,385,2371,1499,1449,1141,63,2399,625,428,1279,16,1379,918,870,1203,775,1780,1096,438,2321,1084,906,1038,2338,2474,1393,189,969,1627,968,2264,1134,1144
38,1034,243,1119,1658,877,1798,1677,1502,1353,1617,94,1003,886,1839,1605,891,278,215,2480,2310,1264,1893,1260,2302,1442,316,1248,2168,1255,1094,312,448,842,707,306,1639,1863,2339,1432,1061,1116,2448,1766,1370,769,905,743,1214,1366,1158
39,1755,985,2114,2392,1480,706,714,340,1294,908,1135,109,881,83,67,2062,2377,806,1420,1962,1609,1050,2471,835,902,1939,440,635,270,2340,1454,193,147,207,2361,1494,581,1752,42,1465,2492,1767,2231,1288,1657,773,790,2265,1620,1865
40,507,2022,2313,223,1915,780,1941,552,840,377,2241,1247,1221,1935,659,2060,1834,833,602,677,1217,2307,1840,2460,681,966,2051,441,1917,1792,792,2167,2421,513,478,1505,260,2175,1703,981,1186,554,2342,1921,300,160,396,1169,946,105
41,442,1959,1586,1382,1736,1926,1159,1095,1453,376,1182,1841,355,1092,65,249,712,1600,1547,1117,584,1197,180,1220,2297,1335,1916,1378,528,826,233,727,1588,1742,1122,2283,2234,1016,1961,142,1707,2125,2279,1832,2289,736,90,1463,508,2113
42,350,1708,1313,484,759,2008,1371,1317,2467,308,777,347,1506,913,2332,884,631,2491,1181,610,2066,1404,95,2288,1339,1067,1376,2439,2,58,2436,1473,2220,553,1282,2325,942,898,2009,922,1641,258,488,1381,1430,1760,1903,1108,843,762
43,2317,2292,457,695,330,2441,384,1570,2142,2449,1948,1924,1515,331,2077,644,27,744,23,1556,557,807,1078,2444,292,1331,1873,1179,54,1944,853,1710,2144,2244,1425,2100,144,2368,1041,357,689,1057,1632,869,2011,1234,1457,860,883,22
44,1416,2256,2159,1145,1451,2053,1716,2074,134,408,244,756,1577,1171,1249,62,120,1163,1191,1580,1042,1395,1044,803,1139,1271,1458,556,2434,55,2267,1992,959,1245,2064,889,2128,1773,382,1843,359,1799,872,445,279,1591,1056,1933,2464,1063
45,400,1601,1039,2158,1500,1818,536,830,1578,2293,2428,825,163,1517,964,1680,1946,1309,1000,2410,1967,861,521,614,1055,570,973,739,2214,154,1438,1519,461,929,715,2101,2070,1764,1872,1855,721,2407,31,1350,365,221,629,1513,1023,1878
46,1679,1523,1232,1012,2482,2162,491,657,1254,1105,957,2019,2218,1593,547,754,1178,2454,1403,1154,354,937,567,1845,674,237,346,2344,1213,1423,1129,1125,1575,856,247,335,1026,719,1048,997,2147,2030,47,2254,2280,845,1647,1654,1098,1652
47,401,603,1348,518,2121,1032,662,1816,876,731,2400,2389,2193,1407,916,1475,2083,322,319,205,1021,753,875,1772,965,1202,935,520,1172,1162,2197,953,1907,927,462,1625,2287,1087,2352,2300,785,1173,526,2383,1362,645,1770,1257,1265,1068
48,2139,1324,1996,1411,196,114,797,2299,229,2271,150,2257,2369,1045,1744,216,4,1470,1241,483,864,1536,395,2165,1892,353,653,1909,1982,821,607,1529,778,1987,1940,1487,151,138,1693,2365,2375,402,1826,1389,210,2198,1167,1540,1501,917
49,1788,425,1036,545,1166,443,950,286,2351,675,1417,1734,5,1655,2156,2386,1280,1659,2088,597,568,768,1599,812,850,2358,591,71,2232,1920,633,725,1497,1876,654,2437,687,765,774,1043,2132,500,1663,1869,469,2281,185,2318,1551,2055
