,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
20,2351,966,253,1135,991,1668,594,1624,1786,281,345,120,2221,1897,2276,2495,2458,2268,850,897,15,60,902,717,2073,247,1750,691,1770,1254,400,1753,349,857,1359,574,1561,1036,1701,952,1300,1556,1434,2234,1065,222,2442,2339,1691,745
21,1059,1173,2338,2478,1324,856,283,1291,531,2382,1282,1864,1506,728,228,922,784,94,816,14,2208,990,2416,1184,782,1501,409,73,1712,2361,1006,1334,1002,2257,211,463,612,2081,2136,1440,1672,1430,1441,326,1622,1907,2154,1179,2289,374
22,139,998,1370,647,2286,1178,2218,2167,276,446,1005,2202,746,150,1623,2225,2033,500,854,836,235,892,1655,2489,2046,2390,1896,979,1716,1956,2026,1719,879,1758,478,1752,800,701,2228,1050,417,1168,1968,868,5,918,1061,57,1944,575
23,1461,1368,1814,2190,397,1436,1578,1000,2064,1001,2080,732,988,399,832,2492,1515,1455,1375,737,1690,666,2244,1307,149,1271,491,2210,225,53,1859,2270,395,1159,2459,1537,179,2333,330,2048,1422,511,891,1619,1569,1451,519,1136,170,1448
24,882,799,2176,286,1717,1708,771,1833,2172,77,2396,693,2261,1377,239,2365,904,1830,1427,1938,306,673,2481,2408,822,735,411,486,1263,274,810,1025,2071,565,62,1595,1480,843,1082,1104,187,2169,1404,429,2380,1911,1244,1452,1272,1730
25,390,1787,960,593,385,1657,1409,1004,2243,2455,1627,2259,2205,1684,6,54,740,564,341,2441,2211,2238,905,1358,162,2415,1119,291,1398,835,29,145,999,278,2388,1571,1540,348,1644,586,132,726,1399,2493,2418,515,1828,2094,1738,1918
26,1720,711,580,2429,1778,794,2001,1527,1141,177,806,890,532,1284,1678,1205,1988,744,1504,2432,1478,767,1858,1014,1664,1193,1647,1239,1084,1419,1360,1206,633,1040,1241,1384,1120,1689,31,2344,2350,353,451,2040,1602,2226,1200,249,182,540
27,616,2101,2421,975,1848,133,75,605,640,2145,847,329,1735,1727,1054,1079,1023,407,2240,1961,1826,1011,1013,907,128,2287,107,727,721,1977,536,1643,2121,2051,1567,472,189,527,2425,1217,1093,1489,1865,2022,2194,1477,1635,1221,947,1169
28,16,1987,2314,110,1825,2011,1045,1697,789,1659,1476,903,1378,792,1780,1789,873,1095,140,1710,924,1721,262,2044,823,1332,577,2068,2490,2049,2316,1512,215,1327,1143,1669,674,309,30,2128,520,1781,2376,1518,100,1116,1576,685,164,1687
29,1827,2008,2360,1460,1459,1310,2021,268,168,910,807,1412,557,80,416,1812,2500,1856,2158,1695,528,2058,1070,360,495,1971,126,2349,101,481,428,320,454,2187,1807,1941,1227,1289,1439,1910,700,2373,1821,759,1351,653,1976,1851,26,1390
30,44,1234,413,2397,852,1795,1845,2401,1388,1793,1526,420,1444,1365,334,1044,322,1228,1791,992,945,331,1145,1998,2310,753,2096,1610,986,1980,379,1468,2002,1771,825,1481,1724,24,1530,1355,290,2216,88,236,2379,1374,1346,1937,780,538
31,855,2093,2177,1268,1115,747,1632,1109,1464,1265,655,71,1688,1083,2298,812,1802,1509,1051,434,401,2448,889,1880,1494,1816,1535,2424,1089,426,2248,456,143,1274,1555,595,1588,1087,264,1940,2377,503,1541,418,2255,963,173,1898,1565,152
32,755,620,121,2280,1415,20,1626,1718,165,2357,570,954,1236,403,2127,1746,1290,1060,2246,1299,931,1129,384,1900,2309,1319,1446,2090,304,777,2435,1895,1028,1682,166,2005,1549,42,512,153,221,2391,1212,1650,1665,1879,2443,561,2265,174
33,1528,2133,692,615,1704,1544,39,1740,925,1790,2348,2393,1931,741,372,134,198,161,431,1132,851,2209,544,207,1839,1081,1663,2293,79,115,347,818,2472,1636,533,1914,915,2066,1615,1621,1201,2045,1887,2006,502,2237,919,1383,1056,1920
34,642,1380,1715,748,40,1583,977,669,1866,982,21,2032,2171,2155,2206,2278,1198,1382,1960,406,2370,1406,2476,2284,1603,2181,1470,2038,706,1256,163,675,383,976,83,1582,56,2141,1072,98,552,1408,1160,2271,1909,258,50,996,1674,817
35,1447,559,1714,313,1057,124,2313,1505,562,1371,1954,1348,1339,933,2249,498,1215,1995,1586,97,1396,270,2272,2331,1125,657,1498,159,599,1454,1157,2445,2111,2185,287,1190,1220,845,2407,1906,382,710,736,1607,870,1123,244,2059,959,2142
36,2213,2146,1203,1878,1529,1711,59,2061,2135,1076,1617,548,1917,1928,1841,917,1471,2381,671,357,1648,537,1356,1367,1010,641,2253,1634,524,2183,204,1180,1176,770,1484,603,324,2479,1698,752,2281,585,142,1020,1067,1929,820,219,116,864
37,785,10,27,2499,1559,1599,1488,1810,715,1108,2485,2486,1102,1423,702,518,296,1523,1773,2168,916,517,2468,815,2039,2414,1034,926,2179,730,2138,1767,1487,1343,708,436,774,1449,280,1554,627,1772,1983,1111,981,758,362,929,1192,760
38,764,266,2075,2258,172,1462,419,1162,2042,485,2324,1965,2034,1251,1495,684,1801,2453,1885,1031,2354,192,865,183,1063,2399,2083,335,762,2353,1862,1804,1726,525,974,2072,827,558,1297,670,802,272,1229,2079,355,2088,1008,978,49,733
39,2457,597,1288,1514,1532,22,308,2323,1662,970,242,849,881,217,423,841,1683,1230,1213,2115,997,2452,303,1700,2043,1670,2086,2019,1925,1955,1154,1018,837,2483,263,408,226,2400,1846,2219,1820,1474,763,1240,195,803,66,1275,1336,1182
40,176,2274,1737,2212,241,1763,973,1702,1981,1021,1342,301,2153,213,137,888,957,36,1797,826,2235,1891,1170,872,1361,1199,81,1973,469,2496,12,405,1077,93,1009,1847,2247,1754,332,1649,1725,1829,118,1972,1181,2358,1152,2131,1905,1252
41,1882,2009,1112,1679,61,1808,2126,393,766,342,623,1970,637,1637,719,1661,613,2055,2362,38,2385,656,1853,1144,2273,1126,2355,2364,1015,2089,624,220,1078,292,7,1598,1007,1302,494,886,722,698,545,622,1551,1884,1542,2029,1580,2091
42,1517,377,1534,1593,1722,209,1685,1038,351,1437,1871,2110,316,2451,1053,906,363,432,993,1645,587,1852,551,813,1749,1913,1957,1522,1091,927,1550,894,2152,1066,508,1892,2020,1417,365,1100,2112,928,1405,1485,1680,203,1923,2132,48,1080
43,1646,180,972,672,867,942,1225,1546,113,2114,99,214,2413,556,2027,1150,1103,1706,123,621,1994,863,2025,2036,1774,2340,1629,2242,1456,2030,1783,1764,896,364,2197,697,553,2434,1391,2,1055,1855,194,1231,2092,443,1247,643,1513,1493
44,85,995,568,1777,356,1113,2306,2367,462,1557,2159,47,394,2375,1947,1458,1656,638,1962,949,1809,1818,2467,1177,380,414,713,2170,2031,1492,506,63,1210,1402,2104,592,1211,1943,229,618,2109,1919,387,1226,1654,2285,114,480,1400,1431
45,1552,598,1130,243,1890,1694,1301,2062,91,1286,1805,1432,1237,560,1641,167,125,964,231,1373,488,2332,202,2266,482,1729,1677,169,936,834,2087,2108,55,2327,2426,1562,2251,1328,493,1525,1854,151,1496,1323,1222,1640,1673,1902,1616,989
46,2095,1590,505,23,2054,885,1387,2320,1186,484,297,136,1158,804,1321,1303,1092,654,1429,1223,1926,2000,1096,1966,1653,705,2134,1039,2291,483,1745,1124,1831,1467,1003,1755,2428,1638,930,541,34,1742,467,2466,866,1566,1658,791,583,651
47,1838,2098,1308,663,1285,1267,602,1681,2410,1974,251,2454,582,1581,884,944,2028,2085,604,327,1728,980,1030,639,2470,543,227,196,1426,1379,2352,649,311,801,1857,731,52,1156,2047,912,325,2359,1985,688,534,2053,1026,2065,1202,1936
48,1395,1939,415,457,333,1269,2398,90,1148,1411,956,2386,1762,1883,2474,2004,404,43,1503,1952,539,2161,1536,1817,336,844,465,567,2464,911,358,2119,1651,1743,250,1671,2449,1022,2122,877,725,295,1608,74,1886,1843,455,648,1703,1164
49,1074,1613,1364,1194,2204,103,392,1075,1975,898,2488,629,549,350,248,1128,1934,790,772,130,1329,470,754,1979,1881,1216,751,154,1315,1428,921,200,1153,1354,2188,2409,1760,427,2440,1768,2311,2444,1999,422,2220,11,2151,321,2436,1403
