,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
10,4,405,1722,1923,576,2408,253,2407,1103,788,918,2096,844,1953,303,87,2077,2056,476,1811,1749,793,884,1655,985,1674,1548,2134,1723,115,1734,1982,1328,1892,1885,2019,965,1736,1011,972,502,646,2211,137,696,1199,1343,8,1218,1571
11,2171,1184,1364,1330,1074,38,1779,232,1195,1211,1276,92,343,166,2344,1650,1842,44,1377,1733,1226,2067,2402,2101,435,1006,1017,2037,375,523,693,1173,1181,2020,1135,2479,1790,389,1777,1157,1523,1390,1629,531,1241,1340,912,1823,1427,1281
12,490,841,1145,329,2125,2009,1530,573,1232,948,1108,2079,554,1638,2461,1154,1816,415,1430,1470,1647,2209,910,150,2075,251,2366,198,107,1897,560,1369,1739,1365,1020,1008,2445,2159,2403,2181,815,702,568,139,323,1240,1644,1109,1955,624
13,54,2488,13,2444,2241,1850,2422,2429,1298,1547,113,1023,379,480,2449,611,2225,716,1985,1162,1794,595,1201,1334,1639,995,1311,1765,1940,961,462,3,521,2112,983,269,848,1771,1463,598,787,2152,613,2328,2327,1239,661,627,126,1171
14,1078,1481,1247,449,1243,1442,172,1361,1519,2000,2318,1120,1904,1194,1614,895,1502,471,571,2015,203,581,148,366,1255,1408,1854,2412,1987,169,63,2308,1292,2376,2189,413,460,1069,685,2086,881,287,2400,1315,1707,2386,1310,1728,1510,81
15,770,1465,1092,623,1410,2377,73,1966,1980,547,1174,436,2437,584,1664,1757,1280,929,2163,1895,2379,207,1727,2074,2040,1452,719,714,1138,1400,771,173,425,89,733,1379,247,1371,205,730,1285,823,85,2314,1045,2099,2363,2298,1222,2396
16,1931,1244,2030,1559,708,2060,1314,1879,2332,1951,2094,398,2473,736,721,1560,1407,578,1986,359,1582,1249,669,1880,96,518,954,214,978,2249,932,2415,1750,694,120,2005,1049,330,1091,248,20,935,2048,508,273,2265,1480,2399,241,2013
17,1471,2342,2487,1752,184,887,681,588,122,1902,2062,2104,153,1683,259,2355,1207,1999,1028,1035,354,783,2397,1177,1663,162,1721,1304,698,94,1263,1555,77,2370,1516,1029,1231,1954,2195,618,975,2110,86,121,2136,1179,1935,1425,2012,84
18,23,676,1714,1942,1104,355,1698,1477,1569,555,1730,268,1805,1309,5,2335,2372,1809,1137,533,704,2250,1659,1044,280,1628,2307,667,2468,955,254,1117,1773,820,2155,2411,2391,759,2102,1542,492,1939,61,2117,839,188,236,1528,1229,194
19,1742,2334,803,1652,1911,577,1820,1062,53,348,29,1934,691,1143,710,2398,768,1859,381,709,2149,915,914,2120,234,409,1518,670,1161,635,2004,1085,2455,1511,2194,22,1080,1905,1376,2039,1753,2139,2038,654,392,583,2259,426,1615,1346
20,773,226,942,774,827,2248,1389,1180,1146,2359,2095,834,835,561,2293,1959,341,1064,36,1057,1381,2371,1164,311,1684,752,367,2276,1901,962,454,1475,2098,1706,1398,2133,1418,2087,1087,261,2474,921,818,1802,852,970,1289,963,308,1903
21,687,1988,1788,187,2216,2202,1718,509,891,1421,636,2204,614,986,494,67,2115,1643,1492,1745,197,302,893,1743,1918,1950,202,272,2253,1038,1640,2365,762,2252,212,1147,1930,1133,610,805,1891,1866,2052,1466,574,867,999,2106,1394,83
22,301,2353,845,1051,1014,552,264,657,1817,1251,2290,798,1485,406,982,1367,1336,2141,2382,1059,2042,1460,1612,233,727,1387,673,1420,722,2059,1682,782,2284,1217,644,21,2418,2053,2166,951,1536,290,817,1945,1490,152,1313,1797,2151,130
23,2300,250,631,224,127,1625,1566,18,2466,1862,1961,753,1793,190,1781,1648,1740,2497,1248,1703,1325,729,401,407,2124,748,1105,1623,642,2428,1429,1741,849,812,811,712,2441,2024,103,1291,1537,522,1869,586,946,349,2345,2026,319,1898
24,900,1969,934,1368,1479,1119,1744,2076,1847,434,125,829,2451,2113,1001,767,318,1517,363,104,327,483,720,1573,824,813,511,2465,665,1676,2283,1166,1825,1344,766,1776,2414,1004,775,176,1952,1973,64,1760,1796,2041,1832,2196,119,1748
25,1279,486,332,650,1631,728,1818,2069,1602,2244,461,888,1210,1424,1927,1101,50,1075,1798,1070,416,1395,1451,235,1540,1039,1088,2002,428,2049,1111,2014,1308,167,2360,1835,952,417,1819,2258,151,2235,1570,1094,1118,1434,2364,433,892,1507
26,1529,1270,678,1295,1491,1801,1889,2324,285,1464,1890,2486,171,1836,2420,1830,134,271,2236,1192,276,1262,545,1358,1772,1747,1112,1261,2384,350,1681,1527,549,939,10,2135,1473,27,1996,1769,1287,2383,333,1063,715,585,229,1386,154,1725
27,830,2464,2427,2286,1678,1642,524,1021,140,213,689,1785,1482,2463,2231,652,692,2232,2462,653,605,1260,2299,93,1498,2126,1151,403,46,1622,365,537,2197,2175,1552,1214,1182,1170,1047,1370,1941,1846,1735,164,761,926,989,856,228,601
28,62,789,1256,1054,446,2423,899,136,338,2320,1599,2169,201,1533,1110,482,477,193,608,283,930,2109,2311,769,2448,2272,2270,2035,2223,877,1680,543,410,31,1598,1436,1076,1351,129,1759,953,2073,362,2291,1984,2350,1972,2255,643,1007
29,1266,82,2224,266,735,1156,244,101,256,496,387,1445,510,2491,517,1526,1382,1403,937,1515,634,1601,1301,1149,1661,860,2387,1720,1964,1845,1215,1849,2325,418,1037,1323,279,1401,2280,1106,298,1646,936,2358,2475,1833,1413,922,2425,925
30,1914,2118,1441,2435,2322,699,660,179,737,1695,1022,6,1824,1874,1275,378,864,1159,128,1831,2261,1416,143,1545,2388,1426,2304,609,315,1242,1060,2266,1202,1586,2184,527,1611,1764,680,725,1096,419,147,904,142,2326,1459,979,2080,1158
31,1331,2392,959,591,651,1130,1882,2192,2177,1411,1978,2367,1705,1873,245,1956,2057,2500,1383,2016,2348,493,255,2447,1265,478,855,832,288,875,569,1124,1318,260,734,556,346,305,1844,1102,739,69,579,42,2172,1454,1558,2457,2274,91
32,949,1455,504,345,11,964,822,1656,1268,1668,662,632,1800,749,2114,1509,351,763,2459,2295,1319,1402,1595,559,1888,1577,242,1322,326,2339,2432,2452,837,215,2278,2380,328,2433,528,880,49,751,1937,2243,1228,1605,1160,45,814,2385
33,1807,2078,2146,1428,383,420,1621,373,1688,484,1446,1363,732,1264,1597,1467,1994,7,638,1692,475,619,532,519,2323,2173,124,1375,1977,790,1731,596,1415,1524,1657,1587,2226,2375,1175,1713,170,1544,1392,2316,1252,1126,474,386,1484,847
34,513,2281,99,905,281,2421,1751,580,1053,43,282,385,1592,1443,677,2269,2200,1636,819,2430,1775,1861,1975,1875,1924,1107,724,1806,1965,514,1732,1316,411,1297,2297,690,1575,688,882,116,666,807,1213,481,257,2381,1667,2046,1359,1458
35,686,432,606,1356,111,1883,2050,2047,1385,2275,2065,2167,2246,2168,342,339,1990,797,1267,2296,2292,723,640,1710,1613,630,1546,12,928,907,809,863,1113,149,778,1857,221,1299,2082,90,2180,1928,1520,1799,1708,896,1190,208,1052,1274
36,1787,1689,1223,1227,1221,1633,2340,1768,2301,862,1554,1238,2001,2329,294,222,1347,967,977,368,1219,874,1366,2338,960,370,781,2282,1073,1373,1877,695,2346,291,795,1353,1630,431,1758,1532,1384,575,219,2187,2343,604,625,1357,75,464
37,17,2108,1649,1812,1912,1704,2431,799,1508,639,850,2489,1258,1541,1324,1193,1196,1565,117,1637,950,1624,1114,988,74,132,2262,885,1422,2212,1853,2247,593,2028,448,277,200,382,2454,192,1626,2438,2157,1572,563,745,883,463,498,1494
38,920,1233,1345,620,1169,1810,98,377,1499,1018,565,1593,1187,2064,2123,1962,2395,1761,1580,1915,1457,2153,34,1568,1737,2186,1884,72,916,209,19,1,2237,1856,750,1139,2179,1669,439,1065,1206,2439,1635,1089,1562,395,1338,1041,48,968
39,1374,1867,582,1306,28,879,1058,206,2027,473,1872,2100,2390,364,898,275,1675,289,1399,182,1774,1564,1278,2404,520,2234,1405,2302,2119,1627,1055,2305,441,390,1574,1716,548,1342,971,1677,2138,196,1250,223,1786,1504,40,30,2401,2467
40,243,821,616,2460,384,1534,741,1165,1273,2071,293,738,1030,445,2410,1433,2349,2122,1380,1579,828,1852,2055,1237,764,628,1079,1152,2498,56,1438,178,2443,701,1970,801,2333,1699,541,1404,2483,923,299,1024,1770,589,2227,1191,1010,265
41,2107,1476,1305,2051,2368,810,210,776,296,1131,2405,590,108,110,870,2450,163,2470,1245,998,516,825,2010,336,987,1863,1919,1474,1589,2199,2033,1042,2287,1839,2116,344,183,1755,1391,1496,1000,317,1789,2220,1503,157,544,1200,906,746
42,1960,310,114,2045,1046,1068,2143,1581,358,292,1531,1141,1896,393,607,772,1372,976,300,1513,2478,1938,633,682,47,1462,1286,542,933,1123,2273,2034,1543,1604,2206,1913,1235,2063,267,2477,991,1782,1871,2031,443,456,927,472,1958,1437
43,2070,1230,2023,1148,2111,88,2499,2170,777,258,1081,526,897,865,530,594,414,1920,458,1453,51,2088,1505,2469,105,1763,2289,1282,1409,917,322,2006,1822,866,1469,1341,1514,1327,438,16,2331,1186,945,1881,1121,231,1487,2148,743,2341
44,857,141,1033,1870,218,1489,1766,974,227,1893,1936,1512,2309,1082,1136,842,840,1071,506,1225,1998,109,1447,637,1296,2164,237,599,1922,1946,1259,155,1834,2288,1277,1167,2406,1115,2471,2419,1808,175,2208,487,515,1269,76,1679,2193,442
45,1183,246,2356,2190,1791,615,1943,1916,312,429,2219,1417,1440,1876,1712,755,1198,499,2154,572,649,2156,1700,1224,2008,372,391,1326,39,1578,41,1272,161,740,2174,2393,1355,2256,55,2061,2426,216,491,1590,1607,497,421,622,2446,1435
46,2347,1025,957,878,1709,1067,931,1671,1333,1828,947,826,1963,447,894,1654,2217,252,943,1754,570,765,1917,1594,2214,1780,199,2267,1431,1803,990,1697,1949,1439,263,1414,186,131,1360,1726,956,538,1535,400,1690,1450,352,1584,1585,1097
47,2351,399,1992,938,1257,675,731,617,1321,603,1178,780,1997,1979,851,2424,1122,1142,2142,180,804,1254,1127,2090,65,397,2482,457,1253,168,1172,2484,33,1619,1522,334,1095,1670,2321,306,2025,2362,2128,1396,858,1483,1084,1129,1077,1651
48,2043,1246,270,371,2022,941,2011,2260,2330,2091,1821,2389,1090,1031,2337,388,853,14,459,1412,1337,160,659,2271,1653,2472,1887,274,1685,1848,1694,706,679,1608,911,808,1907,376,1016,2354,26,1189,1756,2,466,980,159,919,1032,2312
49,1658,1019,1271,535,2315,717,871,501,2239,1551,707,1521,512,465,1100,145,2081,1212,1967,309,1099,1976,742,958,1634,1620,1125,2434,558,1696,320,278,1561,1673,551,156,500,495,1724,1557,1837,2481,1086,452,1312,2044,2336,1855,1506,2263
