,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
31,2580,1767,1257,1621,2072,421,1634,925,1127,3373,2646,2814,514,577,1889,1299,2983,264,3465,1343,696,1711,3289,817,285,2299,3505,1750,2795,1046,1646,260,2068,2546,1331,2927,3052,3015,1764,2054,1710,228,1753,778,2540,2943,3528,240,465,2329,1272,3423,2362,2333,2218,2268,1340,940,1743,190
32,710,3339,3047,1719,1311,1090,830,2222,1300,1230,1004,2128,686,690,2716,2974,739,2764,1897,3292,2503,1770,1966,2529,2193,4,1814,1512,13,370,2534,1266,969,983,3394,3159,459,2637,2106,3088,2391,3456,499,3356,3053,1313,2312,1241,390,395,3179,1879,835,3418,48,2365,2821,148,2228,1746
33,3236,1948,2390,3000,1667,3513,3519,2420,3137,2201,1102,1008,1848,2242,1125,1253,2077,506,65,1309,1660,1588,2778,3202,2287,3366,3511,766,3392,2229,1377,1244,2335,1786,1757,2728,1091,484,1826,926,1950,387,3309,665,2887,400,602,3170,822,527,646,1269,1210,2603,2355,85,429,1622,2573,620
34,185,2713,1239,1305,929,864,2020,261,2046,218,2891,2663,2640,2148,422,2494,3067,740,2458,649,3550,1703,2405,1316,861,354,2498,3166,2497,281,1808,273,832,2924,294,680,1936,1333,985,763,1502,226,3086,3293,758,2267,1976,2520,2766,3389,3517,2463,2818,1469,2648,3247,2913,1321,1303,2137
35,2876,1748,1284,576,2834,1670,2765,2828,3284,2430,2191,2028,3082,2324,2815,640,2045,2975,1554,2203,546,225,884,621,539,95,587,1456,2767,230,622,1789,1866,3270,52,1977,1232,716,2928,2709,645,328,3009,1916,1886,2959,2804,2845,157,1236,2439,204,3567,2080,1454,3005,3019,3263,1229,722
36,3118,2633,1798,3579,2572,2208,1290,1191,2093,411,3105,679,503,2999,691,3091,3518,257,1505,1349,1726,948,2660,3385,307,1816,572,2805,1291,1956,1713,1952,1627,862,242,2557,3422,121,1,3508,826,3432,2316,391,2102,930,3002,3491,1398,3104,1174,1077,2259,2691,615,366,149,2583,1827,2236
37,1994,59,1327,1971,885,1096,3303,3501,3461,2410,2185,2761,2786,1718,1730,2856,1549,662,3128,3362,809,1685,192,1087,3401,1709,803,991,3130,1720,331,1888,870,3557,1468,2582,1354,935,1387,1542,259,1346,2680,243,96,1570,2790,1026,2915,3500,2956,3440,910,668,1335,3060,434,1504,1581,1532
38,14,2198,1527,1375,279,2011,334,555,2432,3127,578,1610,1831,1149,496,2675,1488,254,1374,1617,2888,2989,1270,2019,1629,802,2548,2166,3231,657,2696,478,2732,1470,3062,2787,41,3191,3470,3237,3386,2649,2227,3216,2780,1947,1830,2226,1734,1715,359,617,2570,1070,299,545,2250,1712,1411,3200
39,3246,1817,2135,1292,2919,1171,2422,1626,2931,193,2376,3070,3160,3039,3093,3172,678,1036,3586,51,1526,2679,3594,2659,221,2239,1165,2542,2874,115,2870,1758,2685,445,1996,605,540,91,165,3013,216,2017,1804,1704,1088,923,2396,3129,3261,886,298,2618,1334,2963,1722,1384,2593,63,320,516
40,197,1332,1520,1984,3443,2023,1688,2514,2449,1908,2727,3591,2962,3352,2600,275,1573,1448,2436,1064,876,3073,2816,476,18,515,1322,1773,1541,2298,3347,2543,2446,79,3427,1420,1854,2474,2104,1691,3096,385,100,342,2145,2387,45,325,1601,2159,588,2964,1060,2351,2698,3484,433,1932,2695,61
41,2281,1097,1128,3476,3034,1716,2475,1595,3233,2612,1203,2120,3585,26,1843,2064,1876,2689,123,538,685,1815,1577,799,3371,3092,3084,2976,757,2033,2995,1184,999,2893,644,1477,1263,1492,2161,1030,1297,2184,1224,1252,2231,454,2966,43,3595,1106,132,1048,2905,1749,1981,1751,2411,1369,2289,1002
42,508,2523,1884,467,618,563,382,2156,3243,914,3507,2219,1134,2121,2683,1834,2354,1930,369,3300,794,312,168,1328,3592,2693,1970,1868,851,2202,3474,773,2296,1208,2879,1031,2385,1421,1271,974,1094,2571,1449,520,1820,2424,3210,1308,2628,2368,3051,3323,3396,2864,1662,1558,813,501,1653,1618
43,321,3376,1855,2910,110,1656,3055,2050,430,3349,655,317,637,2190,195,1049,1586,1264,2682,3411,3324,768,526,488,3572,3485,158,2902,1465,3156,1129,3192,3597,1760,22,1360,2361,2781,1583,3496,3439,3512,1043,2551,106,3072,263,1724,593,419,1168,1042,365,1706,1663,1788,2901,2857,252,3343
44,3045,1717,1600,255,1192,760,950,1372,147,227,2511,1197,728,1567,1010,1995,2155,2813,1676,1472,3449,3058,2328,1960,812,3354,351,2099,616,532,3029,1933,689,2589,2808,1548,946,316,1785,3529,1283,352,698,3525,3269,3038,1699,402,3540,2293,3403,2133,3074,2173,1018,559,3080,2824,1215,2332
45,3111,2179,3543,3400,50,3406,3024,2473,3275,337,1534,594,2238,2214,2566,2031,856,2925,519,2343,3526,1323,1919,1447,2723,1140,1155,1435,420,1795,1851,2043,583,1073,461,2277,2875,3536,1890,498,990,267,134,2224,475,2246,397,202,3358,2521,313,2124,3331,3272,72,1572,119,3286,2894,1645
46,2825,971,1954,2933,804,2725,3545,371,2701,1436,1580,2776,3322,2849,2168,1983,2904,2616,1499,1535,687,1496,775,77,1881,2642,810,1955,143,1157,2471,2150,1075,470,1728,1619,3113,412,1911,659,980,1298,3090,528,1367,3273,311,3116,3100,1432,3161,203,2522,2241,2630,1762,2367,200,405,3316
47,1201,2620,3283,877,2083,1514,982,3295,3482,1920,350,17,2774,777,800,1054,394,3541,302,2718,1464,852,2961,2454,2785,1925,1894,1039,2438,3524,1460,2969,3041,785,3215,521,450,1938,3101,834,2380,2305,2568,1243,2954,1507,1707,2911,1083,2314,927,2074,1839,2467,491,821,336,1294,1625,1550
48,1124,3260,1643,2377,3007,272,2057,1913,3017,1217,2800,1892,159,3305,2528,1686,3169,1926,2629,660,151,2087,2907,2866,188,1371,590,2456,2844,1071,245,2264,3489,1631,2939,944,1079,1317,3563,725,1055,367,1202,1114,1559,1040,534,2306,2261,658,1085,3409,2817,818,39,2621,1522,2734,3177,2344
49,1307,284,1871,2733,182,1503,1632,1016,1862,3251,956,808,2327,118,2998,1092,3255,1301,712,3374,1811,599,2004,1329,2561,3537,2968,1537,457,1145,3042,843,941,2078,1400,2022,2687,1509,1649,417,3290,2886,2690,3235,1536,2645,3057,349,1579,1918,2445,2859,2741,1009,146,3453,246,1883,2055,890
50,1761,101,3554,2917,23,2793,656,2444,548,327,747,738,719,2847,3345,1458,1053,1251,1596,2606,1015,920,2315,2285,1261,2996,1383,3171,2559,293,733,2448,380,734,579,3459,2833,3190,708,1840,2769,2929,3382,1025,1137,2118,3328,2684,1434,2153,473,2379,1841,3555,2480,1207,2295,3214,130,911
51,3575,903,2400,2382,2574,1738,414,1341,2527,2538,74,1901,9,258,28,2726,674,994,2560,2576,2717,1739,1974,276,2265,1302,3110,726,1405,2720,2426,814,2811,724,3424,124,2515,2753,3124,2217,3291,3068,368,2164,638,3532,1415,1790,1576,1835,1781,2536,2877,2985,69,1832,1213,2763,383,556
52,2712,3415,1066,1439,2119,1486,1578,2505,1166,2394,1924,1687,513,1267,291,463,315,2923,2401,2481,3144,1857,1640,582,549,2730,1172,1200,3306,1295,2200,883,2942,1900,3600,297,3112,220,2839,1574,3556,1353,523,2595,1993,479,3199,416,2284,609,535,749,1324,2827,1012,3578,881,3458,3180,2292
53,3046,919,811,306,1597,3598,512,1497,537,1708,1386,2290,3229,1792,3553,56,1035,1028,1453,1530,1388,795,3372,3187,2286,3437,2105,3225,1978,780,742,1427,2597,2291,3025,553,1355,1917,2172,2806,2852,3344,3238,37,2921,1445,229,3457,3472,1630,3028,771,510,664,699,3037,530,1985,187,673
54,3280,64,2779,2487,705,62,2697,1642,1809,614,3221,1525,3023,1654,3425,3131,2369,362,772,76,2535,474,92,2792,2342,483,2652,816,1812,1935,2980,1364,30,1141,2639,603,3493,942,97,310,781,372,1221,1056,2960,1515,2197,2406,2248,2664,1961,3442,1059,2665,1968,2668,3268,1780,3139,3431
55,66,125,2854,1727,1189,975,3126,2352,571,3022,1452,2392,3040,3381,1694,1231,1037,2861,2347,1337,271,2271,1058,798,3481,2955,2809,2243,917,1319,1233,895,3435,584,3487,2095,1657,2586,1690,1259,114,522,3498,247,3274,879,3140,2207,1907,3264,1287,88,1144,2935,1050,3253,2073,2081,83,1162
56,3378,1506,166,81,1518,2747,1725,2059,707,2370,2977,1402,957,1802,3232,952,2212,1416,3136,3589,3148,1001,866,2829,3562,487,1856,1072,2415,3380,1552,436,492,2417,2169,2768,1084,507,1972,770,1563,2783,720,2555,1519,1260,105,977,2946,1195,1539,2647,2097,2525,2404,962,1024,2162,1592,2740
57,1528,1312,1914,2581,1958,641,2493,1965,2678,2707,554,1235,2614,2835,3404,2610,3516,1963,2978,1306,135,888,671,207,3464,756,174,2061,1052,958,1403,2594,1187,2601,3008,2867,1928,3254,1148,289,1385,2278,2336,3138,1288,432,3320,1227,1853,2025,882,1108,906,34,68,3297,1529,3168,3026,1293
58,1874,3188,2459,2109,3150,3195,592,2632,1829,918,748,469,838,1813,922,2024,3174,1664,2310,560,3132,753,963,1969,11,2708,3565,2744,2418,2739,3460,1196,504,3123,1101,793,2321,1763,2987,1482,1805,3173,1700,531,1675,831,1487,1768,869,737,2655,223,3279,1587,3499,596,1943,714,256,2502
59,2784,2039,1164,2638,2015,20,905,2274,1986,131,1803,2531,1696,3218,104,1218,3364,1852,2263,1440,300,3143,2868,3298,988,524,721,2232,1204,3249,322,1967,3125,1130,3099,2393,2508,288,2016,1793,1426,2154,3497,3121,709,2049,347,3189,358,2132,446,912,2345,2006,396,585,3348,2442,1393,2562
