,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
10,1231,661,2671,3095,2491,931,554,2899,2350,1690,1018,3308,440,658,488,130,2838,2208,680,569,59,2484,1986,1012,1587,2006,2320,962,163,2953,467,2638,3379,844,3195,2636,2189,2577,1458,2859,1206,1708,1758,1383,3591,3391,1660,2497,185,1883,2297,3229,2641,886,1878,1953,2541,3367,670,622
11,15,2446,678,3072,265,1958,3037,117,3511,2569,1510,1007,3324,3404,1300,1440,2955,2689,1257,2842,619,2677,1282,2016,780,2334,2272,528,324,1734,274,1834,43,2101,143,1993,3275,1568,1259,2399,1963,3476,2593,1713,1652,2152,1792,1971,755,2844,2441,898,1454,1735,2316,1739,2436,942,1848,2459
12,176,1056,139,1836,535,2621,1594,3001,3272,2889,2560,213,1818,1095,3527,875,986,566,3426,2957,3460,1538,3576,3297,750,1382,2807,1898,1621,2235,588,993,1194,2763,3179,464,1882,989,2329,1380,2047,818,752,2832,423,3298,2515,794,2324,796,1679,2853,94,883,2177,3259,357,1435,2029,3198
13,2966,180,851,2644,1103,1352,3451,2746,402,3330,3278,725,2328,2419,1523,1602,2869,2064,3306,1645,1609,3164,2590,330,1253,2210,2121,317,501,480,296,2388,456,3099,3539,2296,1478,1925,2846,2875,2532,400,2928,2460,628,1218,2979,3435,675,230,285,3153,533,399,627,2242,1054,2262,909,2524
14,2585,2411,1468,2278,3076,890,3129,1555,3152,2084,1050,247,852,133,1638,702,3561,1359,1432,1234,1033,2652,917,1845,1245,1474,2443,3269,1246,404,1290,3392,2475,790,3170,321,2067,3280,2717,2586,1320,349,2349,495,1274,2429,2990,3132,1676,3261,1071,1643,483,2080,3167,99,1394,676,3292,1398
15,1271,1980,2246,215,1499,2102,704,2075,333,372,798,1778,1114,3521,527,3139,3119,2843,1099,1392,3005,1960,825,2069,3310,991,216,2732,2589,48,2601,3191,2992,2148,1364,2995,3403,557,1349,2696,754,2322,1285,3218,1292,2819,3436,753,2451,2365,2993,235,1763,1357,595,1647,1479,2054,31,2013
16,775,2410,299,1034,653,1572,2529,803,1442,2649,1081,2917,2863,1240,574,359,240,3243,1073,1606,3504,1810,3127,2740,2963,1153,189,35,1306,3051,1263,273,232,2658,3321,2488,1000,834,3108,2157,1613,3128,878,390,2970,1775,2536,1826,190,3564,2949,2063,2871,1948,1904,888,3036,1603,2562,2762
17,1001,1642,1337,1434,415,3063,2892,2115,1794,954,2898,2971,795,135,2352,2991,988,2096,2499,2861,3257,2304,2038,487,2003,1615,1811,608,2725,2332,690,766,3572,1495,2706,2198,107,2885,521,774,3499,3311,1211,2156,1607,1358,2922,2060,2336,1332,524,2713,735,1289,723,1154,2044,1410,742,2777
18,3343,1933,344,1814,2476,1706,148,3093,2375,1260,3437,3106,597,1148,57,3057,698,315,812,252,1085,3573,2421,3560,2464,1281,2754,534,1233,1753,730,3390,2812,3227,2982,3389,1284,83,3276,2188,146,2565,2394,1491,2600,768,2921,67,1210,2309,1133,86,3515,1837,674,288,770,2498,1740,3028
19,1092,1408,8,1117,3007,3166,2748,577,2934,2250,2169,3380,486,1916,1803,2409,2770,257,958,6,3559,1979,1576,70,530,3212,2415,591,637,3396,1715,2477,2774,1430,1324,935,1890,921,1136,739,1518,1841,748,1146,2655,1365,3478,2823,3034,2182,1122,160,2319,1784,3188,2150,3429,2744,1672,905
20,2912,2393,3387,1243,1258,2856,2281,2219,620,726,869,2011,849,451,3483,2274,3461,1800,3456,276,1737,1776,2199,2960,953,2606,1796,2381,863,2750,2520,1614,1460,643,2291,539,2857,2723,1287,2178,2100,2435,920,1277,311,2996,2597,2318,1329,975,1125,1270,2506,1799,546,444,1932,1109,2651,432
21,1173,1689,2362,720,1304,3142,1507,2363,2683,2186,3134,3320,3388,2455,1815,101,1582,362,2496,1123,150,1684,305,1201,1372,465,2603,2154,2620,1193,2264,2092,175,3480,3465,2072,1757,1752,2697,82,3414,376,18,319,140,178,1143,2650,3225,3047,2769,2377,3158,124,2224,1988,1498,2900,762,3232
22,518,2537,193,3009,631,34,303,2494,3506,3026,1617,1235,2361,1536,842,2366,1806,1466,1101,2624,1161,1418,3064,3503,2860,237,910,132,820,3118,3283,3041,1083,1311,3322,105,2926,1802,484,295,3447,1851,1816,1761,2591,1299,93,1187,3302,3494,3264,156,1712,383,1918,2165,1336,3107,1999,3069
23,895,2747,2616,2559,1215,1849,2166,1486,2200,328,1419,788,1746,538,1895,1064,19,2380,3557,3534,2831,708,2985,2509,3067,2951,626,1079,930,323,3464,236,3144,727,944,1451,2408,2442,2908,2056,253,3159,461,1644,1502,1339,37,2276,3337,1041,1674,1232,2855,2478,2483,1807,1395,3138,1422,1707
24,3024,1465,1481,902,2795,221,1459,3193,1321,700,2716,3046,914,398,581,874,2093,3248,2694,3549,292,1088,17,1237,3566,1921,2022,1610,2646,2738,638,438,1992,2828,2360,2353,3182,1579,979,3599,298,955,2802,3151,2065,2448,2511,1025,1722,2836,318,821,1446,1129,565,1104,3318,616,2592,2549
25,2187,805,3421,2619,919,73,857,1723,3110,2522,3054,3184,2474,2851,497,431,839,3096,1856,2845,1181,1168,128,2512,2229,183,2204,2968,2230,2194,2205,1813,66,807,1086,2980,1065,23,781,906,1903,2403,1370,3475,2112,1388,1509,2937,3228,2594,711,1021,3585,3492,2192,1729,517,761,2201,810
26,3510,590,3084,1682,2473,811,3223,2663,2879,3233,3262,715,165,3253,2850,2610,419,1197,1859,2841,2241,822,728,2268,267,3293,2125,1880,2355,392,3359,1852,1286,238,1820,2564,97,1405,44,2598,2368,2183,1687,2490,3092,3423,340,3386,3448,275,85,2680,1200,765,2540,208,1406,262,983,256
27,699,793,611,96,2700,2076,2558,2579,366,846,2137,1872,1869,3052,3441,3497,412,1940,2939,2946,922,81,578,339,3033,3353,1261,1102,1860,2389,336,1559,2729,2232,3516,532,2233,516,316,3101,1351,1941,1120,2073,3507,3347,1961,2977,3161,3509,3578,1175,2765,1529,856,689,334,346,125,2269
28,2146,2958,3530,681,1629,2287,1659,3307,3349,3015,1646,1533,3575,3109,3265,437,767,2325,62,106,714,477,2301,1400,121,1345,2239,2533,2705,188,2761,1983,1955,3493,436,3011,984,191,1470,120,2345,2117,2768,2814,3012,706,3205,72,1228,1184,2554,272,2907,2514,3068,127,2790,1272,1067,195
29,2935,2535,1586,503,990,49,196,1560,1445,1350,1198,1220,763,2099,3449,587,3239,2433,1186,3168,1132,496,777,2085,3514,241,2390,1748,159,957,1330,2714,3312,982,279,2170,242,264,3452,2901,2423,144,2685,1846,1366,2323,1513,3281,2920,3197,3270,424,911,2480,1381,2561,3300,3329,2833,2207
30,1199,651,11,1793,2767,1490,1420,1946,758,1158,3203,937,1970,3053,2775,1291,2916,2042,1449,1520,2088,2481,445,2209,307,548,1670,3569,2466,434,3473,1909,1773,801,2126,2282,2584,1516,2034,1563,738,1028,891,2643,1244,2407,1385,2265,3210,1035,2463,1840,1795,1998,1688,3372,1412,1192,2414,2383
31,2692,3439,3519,907,416,2555,2640,205,1732,3333,250,3445,1404,3522,2906,2382,1887,1991,785,667,1004,1798,439,1022,1204,2086,3344,1892,572,3263,1057,1927,2252,1482,417,75,618,3334,3553,977,1444,3219,1031,1376,604,1315,1744,1361,2634,1426,2432,2110,462,1384,2453,3022,1938,936,2571,1575
32,2587,887,2681,3187,1790,2163,1565,1886,531,184,327,2234,39,254,3556,3296,2122,2434,3488,928,3183,326,3355,3194,1917,3470,1431,2058,3175,732,2222,1870,2698,642,3319,1322,2180,2052,1711,2206,1893,2573,1692,1881,1037,409,2605,556,406,290,2014,1269,2809,1010,545,1637,553,2975,2311,363
33,934,68,1716,2456,2066,889,3583,719,1017,1217,2670,1208,476,3589,207,361,2020,717,2258,1929,1219,3393,2786,596,1901,927,218,3266,2731,2653,2238,1805,511,2604,2049,2215,2492,1994,401,606,1503,2295,3238,1087,1668,1662,3226,3059,345,1471,505,2445,2036,3295,1105,2886,2083,1619,2787,3010
34,3600,489,3114,219,3517,3258,2724,2630,2947,2299,2289,3102,570,365,377,571,862,1338,2401,1159,3271,2161,2149,894,1534,1462,2214,3155,786,1709,644,2458,55,3408,1190,870,1268,443,210,74,743,3172,592,1879,3444,3268,1473,1457,2314,313,3317,2106,1011,1655,3299,2037,1450,2581,2718,1415
35,695,89,1935,1093,586,1505,841,2602,1952,1374,2260,3288,3120,2041,1141,1413,12,2521,2119,2782,996,1250,691,2245,1553,258,867,3370,1630,1822,1957,2468,3133,1203,2051,1316,3428,1919,353,2673,1829,2613,1387,2103,3328,1867,1294,1665,2969,13,3027,2962,2548,684,3121,1402,2919,1888,78,1781
36,79,2523,26,197,1008,2868,3284,749,2216,2396,973,1155,3450,231,2479,3287,712,773,1598,2405,1052,421,2973,2508,1984,1110,2756,1997,468,1439,3075,561,605,1634,3536,2784,2611,880,3524,2933,2882,2285,1592,815,2160,3523,2693,2789,2517,1626,112,2461,951,961,1119,123,2964,519,1531,3147
37,2578,1500,3085,84,2665,1635,1541,2247,2046,747,222,3008,1333,2147,828,621,2335,2862,2894,1484,2333,46,472,1726,1937,1207,3250,1009,3171,198,2315,1145,1801,2614,2193,1968,709,945,1089,3361,507,2948,2045,1317,1612,2008,1977,1144,3035,2197,987,3094,1515,2808,1896,2225,2599,482,1489,2794
38,2326,3207,1264,28,1554,1433,3291,1830,2370,3260,1741,2945,2487,337,3490,2134,3020,2839,411,1409,3148,3255,371,1167,2217,3487,239,639,2500,1469,2596,2331,3395,2139,1137,1535,397,2813,2391,2997,636,255,2344,864,831,1696,204,138,2793,1293,3065,1130,220,289,2501,3209,2531,850,926,656
39,374,1985,3377,395,872,3467,300,2418,740,2307,649,784,425,192,1855,2873,2625,1391,837,2896,884,356,118,3345,1421,2397,716,3486,69,514,3366,455,3285,1209,547,2884,3309,1461,2539,3485,1843,1743,3350,3044,2622,1902,1669,2778,492,541,1671,2976,2672,370,30,3006,2028,3533,2864,2288
40,1467,657,2798,1894,1172,1254,142,854,1360,816,2981,3150,992,2398,151,1835,1058,2248,3571,3526,1731,2244,3048,1640,885,2164,1550,3491,2781,1024,965,2890,113,2087,1042,2303,449,2212,1098,1736,243,481,1923,2984,2118,2701,343,2155,1401,2450,2339,1812,2503,3496,2373,2575,1347,2667,1252,1090
41,3398,1889,3469,3463,585,1100,550,1658,3103,1038,1127,623,2580,1030,2493,2753,731,2739,1363,269,1777,799,2771,925,2881,1147,3055,3145,1397,2140,1651,800,3123,500,2760,3090,3192,1236,2702,3206,1718,1346,718,1832,1797,1075,625,450,1334,387,1965,3546,659,1480,2867,1632,45,2330,1160,2806
42,998,3438,3213,1441,3551,2745,58,843,1698,1667,1230,375,3332,2791,2854,1062,652,3498,2952,584,187,3592,3590,746,2286,3454,3433,994,3235,3401,3234,2416,1068,379,1982,1661,1809,1995,3402,223,3289,3031,579,2656,1097,1962,1328,244,1733,2040,2695,54,1063,582,696,490,268,1581,170,403
43,1819,2728,3326,3163,2545,1006,2633,3189,3169,3587,2811,3117,3091,249,1770,1702,1414,1583,1424,3077,1005,1557,378,502,380,506,1313,3040,3049,3050,2367,2824,1580,1283,3453,56,960,1118,1910,95,2688,1543,413,912,980,1755,536,575,2032,1124,3136,1853,2030,1241,233,568,2888,2005,3029,660
44,306,573,2312,2910,2,1214,2308,91,21,3130,145,1044,3541,3236,1571,2402,1590,1149,677,963,1747,3327,1956,389,1476,1551,1362,2566,2837,1620,3023,2090,3196,995,2755,2190,3156,2173,169,1847,2826,463,3242,2513,2505,293,609,2195,1222,1675,214,3374,2776,692,1725,3237,664,1976,2797,3422
45,2302,1493,3021,114,2876,2425,1691,2648,1070,1522,41,2849,640,2675,429,10,1066,1657,3579,1078,615,607,234,2570,2588,3323,1314,1601,2327,1749,2721,2965,1974,3217,3098,2171,3525,1562,25,2507,567,2848,53,2715,564,1048,3419,515,80,1762,1307,1226,1164,3596,1344,2978,2567,3360,1697,1341
46,1475,1456,308,384,2071,3508,475,1654,1920,1255,510,3538,2773,2412,504,2568,1373,1931,1273,1223,2158,1808,173,2469,179,1367,617,181,1939,2141,2759,2940,369,2525,2184,1544,3409,2109,3160,3140,555,819,2346,1251,3087,2583,1964,3529,3544,3216,2661,968,3552,1074,3185,972,737,226,1416,563
47,1742,1455,1196,913,1556,111,459,348,2341,3149,629,2280,1178,3410,1839,3545,855,1262,2631,1356,373,1116,2374,1558,663,1899,2356,1443,1242,1323,1969,1051,832,2623,3443,3045,2582,1772,3468,526,2887,355,108,1013,2994,2684,2431,1508,1032,1981,3474,1279,3411,2018,2179,2231,270,3316,3397,1549
48,2726,3430,1411,2686,1947,284,3505,454,1501,1310,38,1108,209,2822,2999,1452,1636,1597,2378,2528,1152,1945,3058,1248,1677,1023,158,1567,1783,3208,1589,2167,1864,829,206,435,2820,3199,199,2305,3520,1526,1785,2699,2256,2298,3471,2263,2406,167,1943,1595,1978,647,1924,1577,2255,3313,1036,918
49,1163,3446,3115,2043,2607,453,3384,314,1061,1950,2002,224,1191,722,1189,1825,782,3074,3230,1280,354,470,2226,3290,2722,2574,3385,1680,3279,600,2516,824,2004,2735,1485,1309,458,2172,3146,168,2659,1760,1728,474,999,2785,2799,2062,1631,352,155,654,1842,2709,2840,2113,2796,1185,2211,1824
50,1528,892,525,3598,3351,3416,508,1195,1767,2369,2136,2645,42,3303,141,2417,1973,9,1769,2742,2866,2818,2097,2082,2243,3593,2094,3581,1695,2130,320,294,2708,2986,161,3535,2470,3550,1833,2228,2095,2027,1113,836,87,583,848,2733,162,1897,278,2817,701,2114,540,1140,3357,1128,610,1354
51,2751,2489,115,2447,1989,981,2647,1,1504,882,3004,1496,2626,2830,2427,1438,1593,1151,3563,1585,1247,2055,2553,2472,2595,948,2743,77,263,650,783,1745,1390,1378,1928,1069,2031,3597,633,1915,2439,2428,3162,2138,2128,1353,2257,1681,1472,2628,52,814,3131,266,2132,3341,24,3418,1942,1633
52,1342,3202,3078,2988,1425,2142,498,2780,410,1922,446,668,1530,3220,2074,1685,3088,310,1463,2300,2053,662,751,3378,2666,1080,147,1179,2712,2519,2221,1656,2218,3406,1055,71,3143,3062,2440,2883,2012,779,2033,382,3247,1297,3462,693,1403,893,1724,3314,853,136,2741,3190,1308,36,2372,282
53,1966,1029,2956,1296,1854,1866,1205,2923,1014,3000,3584,877,904,16,3215,3558,3013,1039,2386,1865,499,3083,3547,899,804,2891,3252,2834,1386,2847,2518,212,3070,261,335,2120,342,2676,1857,2880,1134,1547,2123,1622,1539,707,2048,100,172,3186,246,2942,2358,3554,457,2342,665,367,1497,1545
54,3304,1552,3231,3427,729,1082,2452,98,1174,202,1862,493,1166,2089,358,2772,3294,1693,1046,938,3346,537,809,2552,2657,1049,3537,1183,341,1768,3245,835,1514,1506,1288,3502,929,3305,1967,2465,2159,1907,1521,3079,1703,414,7,1821,694,2351,3267,3455,703,1908,1371,2292,1673,3407,2105,896
55,2438,1546,3339,3580,2024,2236,1951,1858,1949,2426,1368,2376,593,3030,2954,1436,4,2482,291,580,2727,2872,2395,1325,817,2392,1170,350,1265,1569,1142,1331,2364,1389,2007,512,3273,102,1375,873,2017,1710,2877,22,602,3181,2279,823,2181,1027,2203,2637,322,2967,1566,2618,3425,1326,3371,1165
56,338,2989,838,868,1225,3135,2635,2804,1112,759,2779,2454,277,2283,304,3124,2950,2275,641,3586,3180,2551,3246,522,1276,3457,448,2758,2679,3417,109,2467,1303,685,594,325,2612,792,2384,1229,177,1202,3178,494,1611,2424,1678,2639,3056,1727,1077,1377,1990,1060,2682,3089,560,2107,92,2400
57,3570,1600,1885,3137,1608,959,3567,2249,1278,672,2800,430,3489,1876,60,1591,1717,3204,964,1578,3277,769,364,632,1437,1789,2135,2444,3458,2903,442,2865,2306,1298,2347,1873,271,3043,1447,3249,1720,2669,2261,2998,200,1699,386,3221,478,2938,697,164,2703,1700,65,3254,1213,1171,391,1519
58,1827,830,2931,1131,1379,2668,1355,2662,312,2162,3224,2379,1429,134,1616,1838,211,1532,2629,3222,2930,3405,3100,956,3061,1911,469,2124,1788,1912,1305,1318,1574,2902,840,1540,452,1721,1874,589,1249,1107,2720,1483,3342,2544,1094,2462,881,2827,1343,1115,426,2825,2273,733,2704,2897,2108,655
59,2144,2691,529,1625,871,1868,2687,866,1900,2227,860,1512,2792,2911,47,283,2104,2111,2050,2078,3141,1648,3442,381,1653,1861,1780,772,2387,845,2972,2974,710,2485,2015,1987,744,2348,2546,1139,1045,646,1649,2815,2337,776,1423,3479,332,923,876,2550,1121,2277,2941,1906,3562,1477,3173,736
