,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
22,1457,719,1260,697,1398,1097,493,1497,881,1083,1106,754,523,720,1107,24,998,104,672,9,307,537,1454,217,975,608,1221,1373,1349,716,1403,786,565,57,377,269,1304,219,942,742
23,237,583,1453,866,810,821,551,961,1482,931,1563,570,174,597,519,271,1366,948,819,1162,837,489,327,1111,632,927,761,1026,885,763,73,1218,883,832,863,1157,170,1063,362,957
24,221,1040,225,678,355,1300,987,1056,725,980,20,1100,203,1486,977,464,370,1410,1573,301,120,302,352,1440,861,1401,1047,1341,1065,1516,154,1139,461,141,200,801,421,1460,1215,1112
25,126,1161,682,1121,360,1302,679,582,1080,201,1109,1303,1528,653,1395,828,601,167,706,1594,162,1568,280,1481,1480,617,81,532,40,681,286,777,65,1165,913,1468,1467,521,1071,187
26,1424,527,607,1190,364,1087,1436,47,805,1154,144,344,437,274,1579,1182,877,1364,1131,994,182,1223,1578,914,127,499,1135,1006,298,95,1342,890,14,1474,146,554,386,1554,1352,284
27,1241,253,315,1044,64,93,176,1588,860,435,1228,1289,119,1002,1334,840,1495,28,1058,2,1308,641,1540,228,693,1148,1562,614,1118,1034,317,209,1384,773,181,950,1299,1196,1068,293
28,705,520,1022,1279,470,1492,299,242,479,449,593,1531,535,1001,1369,768,91,488,561,316,882,82,1232,173,112,802,1268,600,1471,612,930,585,1569,1272,1200,502,1377,841,713,1587
29,949,239,1085,1019,1099,1163,1434,450,609,231,726,262,1551,536,87,1275,902,59,102,539,1327,699,1239,1217,750,892,909,939,1179,616,816,1202,438,822,982,465,133,1472,514,1092
30,516,857,738,196,445,836,1428,1476,1570,1485,205,1076,1102,111,356,1429,776,739,652,1078,1133,633,996,525,1230,916,1033,147,276,1281,1565,140,895,335,434,825,756,1108,685,36
31,1319,791,109,17,1013,254,482,1173,1330,1592,743,774,1493,53,1270,1039,32,1322,439,1004,1124,282,1025,522,1450,864,188,794,1559,770,177,1012,762,1051,1265,711,279,442,1091,403
32,1538,417,572,446,475,928,815,983,1504,342,921,686,145,723,951,337,1284,999,507,1294,481,471,374,1524,1526,1456,1271,567,48,249,84,1247,1521,1199,350,1088,22,878,272,1525
33,1491,1285,688,830,981,1105,229,1314,1098,394,1508,412,1016,1095,408,294,1129,215,241,556,1335,826,266,935,1288,1575,207,1017,100,586,1306,1067,995,727,606,467,807,584,733,304
34,110,1510,1488,1048,903,851,590,1415,960,1094,98,223,1532,667,427,1066,454,737,1261,730,184,1387,273,26,309,44,1317,291,1059,1104,1336,295,214,854,1489,934,398,1534,1498,310
35,997,628,383,1287,1138,1282,911,197,4,787,107,569,178,1062,341,769,1263,670,544,399,1596,555,1187,1506,413,1420,54,978,166,1357,779,649,418,1433,1432,1367,139,783,817,1455
36,698,526,1018,1338,1254,23,643,1198,1258,722,1331,1409,813,758,874,875,595,823,550,495,988,1234,1567,190,406,245,336,232,788,811,638,680,620,462,1238,101,1543,1414,1147,179
37,1046,599,1176,61,1311,31,469,906,500,456,397,1581,740,440,396,347,474,1321,963,69,1081,596,571,1541,348,936,243,1116,1269,765,1517,1072,728,1119,944,666,954,1340,424,1507
38,1142,121,602,373,552,1128,1407,1307,834,375,1010,919,683,1466,319,945,1141,1117,1359,1530,70,283,986,134,702,1028,106,86,1600,990,953,958,1355,504,1379,10,745,1032,79,690
39,366,1084,290,25,615,444,1101,717,165,946,581,1564,873,887,247,1329,533,1197,757,1580,1444,1096,60,1501,62,1514,1577,899,1585,808,436,1388,343,884,508,378,77,1380,67,712
