,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
30,832,1482,597,73,1026,927,1111,327,1218,961,237,866,1157,931,885,821,883,837,948,810,1563,1162,1366,632,1453,863,957,761,362,271,570,489,170,519,819,1063,551,174,763,583
31,1474,805,274,1342,1006,499,914,1578,890,47,1424,1190,554,1154,298,1087,14,182,1364,364,144,994,877,127,607,146,284,1135,1352,1182,344,1223,386,1579,1131,1554,1436,437,95,527
32,760,311,912,169,216,15,1229,1385,618,1343,466,970,1375,1115,1549,735,529,1503,1021,1252,744,663,839,369,1586,766,306,594,420,1,1527,432,35,1337,281,372,1007,1458,367,1443
33,1149,622,303,1469,1365,52,528,910,42,132,250,27,824,1535,1383,329,212,974,852,989,29,1251,189,321,1079,991,1160,1259,642,1037,1237,1477,896,419,1412,546,1389,932,1378,429
34,388,218,626,492,993,1140,645,795,1264,868,1153,751,1547,1297,1266,1195,240,381,1073,128,322,513,800,426,506,775,753,1437,1172,1186,707,972,414,1396,457,1393,142,208,1313,668
35,12,105,654,157,746,1222,1496,411,172,879,1231,545,566,549,984,1174,1479,1132,455,1347,1015,123,1210,907,1276,891,305,1249,1226,1213,186,1478,1552,1473,13,855,1064,92,244,332
36,57,881,720,1403,1373,608,217,1454,786,1497,1457,697,269,1083,1349,1097,565,307,104,1398,1106,9,998,975,1260,377,742,1221,942,24,754,537,1304,1107,672,219,493,523,716,719
37,195,1246,781,1320,400,926,1113,1075,380,675,501,947,515,264,780,1152,1546,687,1475,1188,1441,206,263,1155,275,55,1326,1225,376,1566,185,66,114,361,1386,115,1166,1400,1315,858
38,462,1258,758,638,232,245,190,1567,680,1198,698,1338,101,722,788,23,620,988,823,1254,1331,495,595,406,1018,1238,179,336,1147,875,1409,1234,1543,874,550,1414,643,813,811,526
39,136,789,463,1423,1426,156,812,624,710,856,1145,220,724,143,562,659,129,296,1405,477,265,425,1214,964,1576,1256,1465,755,846,1305,255,901,677,665,797,1360,345,1519,859,1416
