,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
29,342,951,481,1504,84,928,1284,1524,475,815,723,1199,572,350,1247,1271,145,878,374,1521,337,686,999,921,272,249,22,1088,1526,48,1456,417,567,507,1294,1538,1525,446,983,471
30,980,977,120,725,154,1300,370,1440,355,987,1486,141,225,200,1139,1047,203,1460,352,461,464,1100,1410,20,1215,1516,421,801,861,1065,1401,1040,1341,1573,301,221,1112,678,1056,302
31,647,1178,498,135,1502,1291,1052,96,1512,771,676,1185,211,803,1518,151,922,390,1598,1000,1406,635,227,472,78,886,1005,636,1110,1041,1130,871,1126,46,328,752,199,709,704,1523
32,394,408,1335,1098,1306,1105,1129,935,981,229,1095,727,688,606,1067,207,1016,584,266,995,294,412,215,1508,733,586,807,467,1288,100,1575,1285,1017,241,556,1491,304,830,1314,826
33,1485,356,1133,1570,1565,836,776,525,445,1428,111,335,738,434,140,1033,1102,1108,996,895,1429,1076,739,205,685,1281,756,825,1230,276,916,857,147,652,1078,516,36,196,1476,633
34,1083,1107,307,881,1403,1097,998,217,1398,493,720,57,1260,377,786,1221,523,219,1454,565,24,754,104,1106,942,716,1304,269,975,1349,608,719,1373,672,9,1457,742,697,1497,537
35,231,87,1327,609,816,1163,902,1217,1099,1434,536,822,1085,982,1202,909,1551,1472,1239,438,1275,262,59,726,514,616,133,465,750,1179,892,239,939,102,539,949,1092,1019,450,699
36,782,49,371,965,183,1189,168,58,1550,430,1332,1310,799,503,1411,592,1150,51,589,1571,691,876,1122,1463,749,320,1470,30,1417,721,1011,76,97,1070,1572,1175,784,1146,6,1171
37,456,257,1081,500,1517,31,474,1541,1311,469,440,1119,1176,944,1072,243,740,1340,571,728,347,1581,1321,397,563,765,954,666,348,1269,936,599,1116,963,69,1046,1507,61,906,596
38,143,665,296,789,1423,659,1214,812,477,345,463,136,1576,1256,710,755,1519,1360,624,129,1305,255,1405,265,846,859,677,724,964,562,156,1416,1426,797,425,1145,1465,220,856,901
39,476,1193,1513,1020,1045,1235,897,1555,888,1038,1435,880,1590,1328,278,1363,1086,150,8,1074,387,233,518,158,85,661,1292,1024,368,3,473,969,1242,674,402,171,1194,1255,458,401
